,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
7026,Eddie Clark,Male,30,Jungle,Cold,Low,Leisure,1,1,2,October,Ferry
7027,Jennifer Gutierrez,Male,48,Photography Expedition,Cold,Low,Leisure,3,1,1,February,Train
7028,Kendra Jones,Male,53,Religious Pilgrimage,Cold,High,Leisure,2,0,14,November,Train
7029,Megan Baker,Female,29,Cruise,Warm,Medium,Business,3,1,14,November,Train
7030,Megan Fisher,Male,23,Lake,Warm,High,Leisure,3,1,3,March,Ferry
7031,Dylan Nichols,Female,26,Theme Park,Warm,Medium,Business,1,1,9,June,Airplane
7032,Holly Vargas,Female,58,Ski Resort,Hot,High,Business,2,0,5,August,Airplane
7033,Amanda Lucas,Male,21,Food and Culinary Tour,Cold,Low,Business,5,1,12,September,Airplane
7034,Jeanne Jones,Female,47,City,Warm,Medium,Leisure,2,0,4,September,Train
7035,Monica Roberts,Male,37,Arctic Expedition,Warm,High,Leisure,5,0,12,January,Car
7036,Mary Morgan,Female,39,Cultural Experience,Hot,Low,Leisure,2,1,4,December,Train
7037,Angela Murphy,Male,33,Winery,Cold,Medium,Leisure,2,1,12,February,Airplane
7038,Deborah Russell,Female,24,Lake,Hot,High,Business,5,0,2,February,Ferry
7039,John Walker,Male,52,Theme Park,Cold,High,Leisure,2,0,8,January,Train
7040,Sandra Walker,Male,56,Theme Park,Hot,High,Business,1,0,4,December,Airplane
7041,Sally Ortiz,Female,28,Science and Astronomy Tour,Cold,High,Business,5,1,4,November,Car
7042,Alex Price,Female,59,Spa Retreat,Warm,High,Leisure,4,0,3,February,Car
7043,Mary Scott,Male,38,Food and Culinary Tour,Warm,High,Leisure,2,0,6,February,Train
7044,Jeffrey Rhodes,Female,28,Adventure Sports,Hot,High,Business,2,0,7,April,Ferry
7045,Brandy Charles,Female,29,Shopping Extravaganza,Cold,Low,Leisure,3,0,9,February,Car
7046,Teresa Cabrera,Female,40,Volcano Exploration,Warm,Low,Business,3,0,5,January,Bus
7047,Angel Bell,Male,36,Historical Sites,Warm,Medium,Business,3,0,13,December,Bus
7048,Monica Mckinney,Female,62,Adventure Sports,Cold,Medium,Leisure,3,0,6,June,Ferry
7049,Tracy Perez,Female,21,Science and Astronomy Tour,Hot,Medium,Business,2,1,6,August,Ferry
7050,Michael Crosby,Male,61,Yoga and Wellness Retreat,Cold,High,Leisure,4,0,4,October,Airplane
7051,Howard Contreras,Female,56,Lake,Warm,High,Leisure,5,1,8,October,Airplane
7052,Jeffery Owens,Male,39,Fishing Village,Hot,Low,Business,1,0,1,June,Bus
7053,Zachary Ramos,Female,34,Countryside,Warm,Medium,Leisure,5,0,7,March,Ferry
7054,Corey Moreno,Female,52,Music and Festival Tour,Cold,Low,Business,1,1,5,June,Ferry
7055,Felicia Robinson,Female,24,Theme Park,Warm,Medium,Leisure,5,0,9,August,Bus
7056,James Buchanan,Male,62,Desert,Cold,Low,Leisure,2,1,13,September,Airplane
7057,Philip Bray,Male,51,Yoga and Wellness Retreat,Cold,Medium,Leisure,5,1,5,February,Ferry
7058,Michael Ford,Female,23,Cruise,Hot,Medium,Leisure,3,1,3,March,Train
7059,Rebecca Rush,Female,33,National Park,Warm,Low,Business,1,1,4,December,Train
7060,Jessica Hill,Male,46,Art and Architecture Tour,Cold,Medium,Leisure,1,1,3,January,Car
7061,Amanda Walker,Male,19,Island,Cold,High,Leisure,2,1,6,November,Airplane
7062,Adriana Peterson,Male,47,Spa Retreat,Cold,High,Business,4,0,3,August,Ferry
7063,Ariel Hart,Male,60,Jungle,Warm,High,Leisure,5,1,6,June,Car
7064,Lucas Mitchell,Male,38,Fishing Village,Hot,High,Business,1,0,13,February,Ferry
7065,Bianca Klein,Female,49,Cultural Experience,Warm,Medium,Leisure,1,1,13,May,Car
7066,Michael Lee,Female,55,Adventure Sports,Warm,High,Leisure,3,0,3,August,Ferry
7067,Jacqueline Cohen,Female,48,Art and Architecture Tour,Cold,High,Leisure,3,0,3,September,Ferry
7068,Kenneth Lynch,Female,29,Volcano Exploration,Hot,Low,Business,1,0,2,October,Train
7069,Mary Greer,Male,41,Adventure Sports,Hot,Medium,Leisure,3,1,1,October,Car
7070,Larry Smith,Female,42,Yoga and Wellness Retreat,Cold,High,Business,2,0,10,June,Train
7071,Mary Ayala,Male,57,Historical Sites,Warm,High,Leisure,3,1,1,December,Airplane
7072,Donna Mccann,Male,33,Lake,Hot,Medium,Leisure,5,1,14,March,Ferry
7073,Richard Morales,Female,43,Countryside,Hot,High,Business,3,0,6,June,Airplane
7074,Dustin Moon,Male,20,Village,Cold,High,Business,2,1,9,March,Ferry
7075,Lauren Villarreal,Female,34,City,Cold,High,Business,4,0,7,March,Ferry
7076,Todd Ferguson,Male,34,Arctic Expedition,Hot,High,Business,5,0,5,July,Car
7077,Michelle Malone,Male,32,Art and Architecture Tour,Warm,Low,Business,3,1,4,April,Ferry
7078,Kyle Lewis,Female,50,Mountain,Cold,Low,Business,4,1,2,July,Ferry
7079,Danielle Anderson,Female,52,Historical Sites,Hot,High,Leisure,2,0,4,March,Train
7080,Mr. James Adams,Female,49,Theme Park,Hot,High,Business,4,0,5,May,Bus
7081,Katrina Rodriguez,Male,42,Island,Warm,Low,Leisure,4,0,6,July,Car
7082,Justin Santiago,Female,42,City,Hot,Low,Leisure,3,0,6,August,Ferry
7083,Chris Wallace,Female,21,Shopping Extravaganza,Cold,Low,Leisure,5,0,11,August,Ferry
7084,Jennifer Day,Male,49,Religious Pilgrimage,Warm,High,Leisure,3,0,13,January,Train
7085,Amy Riley,Male,18,Photography Expedition,Hot,Low,Leisure,3,0,13,November,Train
7086,Justin Jenkins DVM,Female,30,Wildlife Safari,Hot,High,Business,2,0,10,November,Train
7087,Jodi Smith,Female,26,Adventure Sports,Cold,Medium,Business,2,0,4,January,Train
7088,Amy Davis,Male,25,Arctic Expedition,Hot,Medium,Leisure,4,0,5,March,Ferry
7089,Cameron Nunez,Female,46,Beach,Hot,Medium,Business,1,1,14,October,Bus
7090,Cindy Howard,Female,56,Mountain,Cold,High,Business,4,0,8,March,Airplane
7091,Tina Johnson,Female,28,Desert,Warm,High,Leisure,1,0,9,January,Ferry
7092,Michael Callahan,Male,19,Mountain,Hot,Medium,Business,3,1,11,March,Bus
7093,Scott Rose,Male,39,Desert,Hot,Medium,Business,1,0,1,July,Bus
7094,Dana Colon,Male,57,Religious Pilgrimage,Cold,Medium,Business,5,0,10,September,Airplane
7095,Dominic Wallace,Female,44,Countryside,Warm,Low,Leisure,1,0,10,June,Ferry
7096,Kelly Henderson,Male,21,Forest,Hot,Medium,Business,1,1,2,June,Ferry
7097,Jennifer Riley,Female,53,Religious Pilgrimage,Warm,Medium,Leisure,1,0,11,November,Airplane
7098,Stephanie Webster,Male,60,Winery,Warm,Medium,Leisure,5,0,7,September,Car
7099,Angie Carroll,Male,33,Photography Expedition,Cold,Medium,Business,2,0,7,June,Car
7100,Debbie Mosley,Male,27,Countryside,Cold,Medium,Business,2,1,4,January,Bus
7101,Jason Montgomery,Male,49,Countryside,Cold,Low,Leisure,3,0,2,June,Bus
7102,Sherri Skinner,Male,61,City,Cold,Medium,Business,4,0,9,November,Bus
7103,Lisa Anderson,Male,33,Photography Expedition,Cold,Low,Business,5,1,14,May,Bus
7104,Donna Sweeney,Male,29,Desert,Hot,High,Leisure,1,1,8,October,Airplane
7105,Dustin Wilson,Female,18,Food and Culinary Tour,Hot,Low,Business,3,1,12,January,Bus
7106,Elizabeth Gray,Male,27,City,Hot,Medium,Business,5,1,3,November,Ferry
7107,Michael Johnson,Male,57,Island,Cold,Medium,Business,1,0,11,January,Train
7108,Daniel Smith,Male,20,Cruise,Warm,High,Business,2,0,10,September,Bus
7109,Jill Martinez,Female,31,Wildlife Safari,Warm,High,Leisure,2,1,5,December,Airplane
7110,Pamela Gonzalez,Female,39,Cruise,Hot,Medium,Leisure,1,0,1,April,Airplane
7111,Billy Tucker,Male,20,Jungle,Hot,High,Leisure,1,0,12,November,Train
7112,Michael Jones,Male,38,Beach,Cold,Medium,Leisure,1,1,10,October,Ferry
7113,Kelly Adams,Male,39,Winery,Warm,Low,Business,5,0,2,November,Train
7114,Mr. Daniel Mcmahon,Female,30,Volcano Exploration,Hot,Medium,Leisure,2,1,5,August,Airplane
7115,Jeff Mills,Male,48,Desert,Warm,Medium,Leisure,1,1,14,December,Ferry
7116,Michele Bell,Female,22,Shopping Extravaganza,Cold,Medium,Leisure,4,1,8,April,Ferry
7117,Cynthia Pacheco,Male,57,Religious Pilgrimage,Hot,Low,Business,1,1,2,January,Airplane
7118,Michael Phelps,Male,19,Winery,Cold,Medium,Leisure,2,0,14,August,Bus
7119,Andrew Sanchez,Male,30,Art and Architecture Tour,Warm,Low,Leisure,3,1,5,April,Train
7120,Jennifer Leonard,Female,59,National Park,Cold,High,Leisure,4,0,14,January,Car
7121,Jennifer Livingston,Male,39,Music and Festival Tour,Cold,High,Business,5,0,8,December,Bus
7122,Eric Shepard,Female,26,Adventure Sports,Hot,Low,Leisure,1,0,3,September,Airplane
7123,Christopher Davis,Female,39,Forest,Warm,Low,Business,3,0,13,January,Train
7124,Ashley Nelson,Male,61,Countryside,Warm,High,Business,1,1,9,July,Ferry
7125,Katherine Peterson,Female,30,Adventure Sports,Warm,High,Leisure,3,1,6,March,Car
7126,Evan Hansen,Female,62,Arctic Expedition,Cold,Low,Leisure,2,0,10,October,Bus
7127,Randall Holland,Male,30,Desert,Hot,Medium,Business,2,1,2,May,Bus
7128,Jennifer Dudley,Male,36,Ski Resort,Hot,High,Leisure,3,0,2,June,Train
7129,Julie Gomez,Female,22,Ski Resort,Cold,Low,Leisure,1,1,3,December,Airplane
7130,Paul Cooke,Male,51,National Park,Warm,Medium,Leisure,2,1,14,May,Airplane
7131,Sean Lee,Male,24,Food and Culinary Tour,Cold,Medium,Business,1,1,10,May,Ferry
7132,Joseph Durham,Male,50,Photography Expedition,Hot,Low,Leisure,4,0,5,October,Bus
7133,Michael Rowe,Male,49,Shopping Extravaganza,Hot,High,Leisure,1,0,2,February,Airplane
7134,Amanda Perez,Male,43,Countryside,Hot,High,Leisure,1,1,6,February,Train
7135,David Wood,Male,47,Food and Culinary Tour,Warm,Low,Business,1,0,11,March,Airplane
7136,Elizabeth Sherman,Female,33,Food and Culinary Tour,Cold,Low,Business,1,1,8,August,Car
7137,David Logan,Female,42,Art and Architecture Tour,Warm,High,Leisure,3,1,4,December,Ferry
7138,Jill Fisher,Male,61,Lake,Cold,Low,Business,2,0,12,December,Train
7139,Andrew Knight,Female,28,Cultural Experience,Warm,Low,Business,5,1,1,December,Train
7140,Judy Buchanan,Male,51,Island,Warm,Low,Business,4,1,2,April,Car
7141,Sonya White,Female,39,Photography Expedition,Cold,Medium,Business,5,0,5,May,Ferry
7142,Nicole Mason,Female,19,Forest,Cold,Low,Leisure,4,1,2,June,Train
7143,Emily Thomas,Male,61,Mountain,Cold,High,Business,4,0,1,November,Bus
7144,Ronald Shannon,Male,51,Wildlife Safari,Warm,High,Business,3,0,7,October,Airplane
7145,Hannah Brown,Female,30,Arctic Expedition,Hot,Medium,Leisure,1,0,14,January,Train
7146,Cynthia Oconnor,Female,39,Historical Sites,Warm,Medium,Leisure,1,0,12,March,Airplane
7147,Troy Duffy,Female,24,Spa Retreat,Warm,High,Business,5,1,7,September,Car
7148,Zachary Clark,Female,62,Music and Festival Tour,Cold,Low,Business,1,0,12,January,Car
7149,Tonya Hernandez,Female,45,National Park,Hot,High,Business,3,1,6,May,Train
7150,John Knapp,Male,36,Beach,Warm,High,Business,3,0,1,March,Airplane
7151,Barbara Murphy,Male,24,Spa Retreat,Cold,Low,Business,4,0,10,August,Airplane
7152,Matthew Johnson,Male,23,Beach,Hot,High,Business,5,1,4,September,Airplane
7153,Patricia Orozco,Female,18,Fishing Village,Cold,High,Business,5,1,3,November,Bus
7154,Corey Davis,Male,36,Winery,Cold,Medium,Leisure,3,0,5,August,Car
7155,Joshua Hatfield,Female,28,Religious Pilgrimage,Warm,Low,Leisure,2,0,10,November,Ferry
7156,Robert Baker,Female,50,Historical Sites,Cold,High,Leisure,2,1,10,March,Airplane
7157,Patrick Mercado,Male,23,Lake,Warm,High,Business,2,0,2,April,Bus
7158,Daniel Keller,Female,47,Forest,Hot,Medium,Business,2,1,7,June,Airplane
7159,Latoya Frank,Male,28,Cruise,Warm,Medium,Leisure,5,1,13,April,Airplane
7160,Joshua Johnson,Female,45,Science and Astronomy Tour,Warm,Low,Leisure,1,1,14,February,Car
7161,Monica Hill,Male,44,Mountain,Warm,High,Business,2,0,5,November,Airplane
7162,Tracy Thomas,Male,53,Volcano Exploration,Warm,Medium,Business,3,0,13,July,Train
7163,Bethany Ellis,Female,47,Fishing Village,Warm,Medium,Business,5,1,6,May,Bus
7164,Michael Edwards,Male,37,Religious Pilgrimage,Hot,Medium,Business,2,0,10,July,Ferry
7165,Christine Wagner,Female,45,Forest,Hot,Low,Business,1,1,11,November,Ferry
7166,Sheila Anderson,Female,24,Spa Retreat,Cold,High,Business,5,1,7,August,Car
7167,Joseph Johnson,Female,27,Countryside,Warm,Medium,Business,4,1,14,January,Train
7168,Mandy Williams,Female,53,Shopping Extravaganza,Hot,Medium,Business,5,0,12,July,Ferry
7169,Lauren Jacobs,Female,32,Spa Retreat,Hot,High,Business,5,0,6,February,Airplane
7170,Lauren Mendez,Male,28,National Park,Cold,High,Business,2,0,7,April,Ferry
7171,Brad Stewart,Female,46,Theme Park,Warm,Medium,Business,5,0,1,October,Airplane
7172,Darren Martin,Female,21,Mountain,Hot,Medium,Business,1,0,3,March,Airplane
7173,Brian Johnson,Male,48,Music and Festival Tour,Warm,Medium,Leisure,4,1,12,November,Airplane
7174,Rachel Delgado,Female,24,Yoga and Wellness Retreat,Warm,Low,Leisure,2,0,2,July,Ferry
7175,Chelsea Johnson,Female,23,Adventure Sports,Warm,High,Leisure,1,1,4,March,Airplane
7176,Amber Byrd,Male,52,Theme Park,Cold,Medium,Leisure,4,1,11,August,Ferry
7177,Matthew Andersen,Male,26,Yoga and Wellness Retreat,Cold,Low,Business,5,0,11,June,Car
7178,Danielle Armstrong,Male,61,Adventure Sports,Warm,Medium,Business,4,0,6,February,Bus
7179,Lisa Smith,Female,35,Historical Sites,Hot,High,Business,5,1,9,May,Train
7180,Angela Hill,Male,27,Desert,Warm,Medium,Business,1,1,8,May,Train
7181,Heather Johnson,Male,50,Cultural Experience,Hot,Medium,Leisure,5,0,13,February,Airplane
7182,Brent Henderson,Female,30,Historical Sites,Hot,Medium,Business,2,0,4,May,Bus
7183,Joshua Smith,Male,28,Mountain,Cold,High,Business,4,1,5,April,Car
7184,Michael Manning,Female,54,Science and Astronomy Tour,Hot,High,Leisure,5,1,9,April,Car
7185,Rhonda Lewis,Male,18,Mountain,Warm,Low,Business,3,0,1,November,Ferry
7186,Nicholas Goodwin,Male,61,Religious Pilgrimage,Cold,High,Leisure,1,1,1,September,Train
7187,Jill Clark,Female,19,Religious Pilgrimage,Cold,Low,Business,5,1,1,June,Train
7188,Nicole Coffey,Male,49,Historical Sites,Hot,Medium,Business,2,0,11,October,Car
7189,Deborah Adkins,Female,46,Spa Retreat,Warm,Medium,Business,4,1,11,August,Car
7190,Sarah Anderson,Male,23,City,Hot,Low,Business,1,1,14,September,Ferry
7191,Andrea Harris,Male,39,Ski Resort,Cold,Medium,Business,1,1,9,August,Airplane
7192,Trevor Bush,Male,27,Forest,Hot,Medium,Leisure,3,1,5,August,Car
7193,James Maxwell,Female,58,Jungle,Cold,Medium,Business,3,0,11,September,Car
7194,Ryan Cowan,Male,59,Art and Architecture Tour,Cold,High,Business,5,1,6,January,Ferry
7195,Ashley Taylor,Male,56,Fishing Village,Hot,Low,Leisure,4,1,5,July,Airplane
7196,Elizabeth Perez,Male,44,Countryside,Cold,High,Leisure,1,1,3,April,Ferry
7197,Amy Donovan,Female,34,Photography Expedition,Hot,Low,Business,4,0,8,November,Car
7198,Rachael Wong,Male,54,Beach,Hot,Low,Leisure,4,1,14,November,Car
7199,Sarah Adams,Male,37,Theme Park,Hot,High,Business,1,0,11,December,Car
7200,Ashley Lyons MD,Female,46,Theme Park,Warm,High,Leisure,2,1,8,January,Airplane
7201,Shannon Sweeney,Female,23,Arctic Expedition,Hot,Medium,Leisure,1,1,7,February,Airplane
7202,Daniel Flores,Female,36,Food and Culinary Tour,Warm,Medium,Leisure,2,1,12,May,Ferry
7203,Amy Moreno,Female,19,Spa Retreat,Cold,Low,Leisure,5,0,5,September,Airplane
7204,Joseph Anderson,Female,47,Historical Sites,Warm,Medium,Business,5,0,4,March,Car
7205,Stephanie Valencia,Male,43,City,Cold,Low,Leisure,2,1,8,December,Car
7206,Jason Martinez,Female,33,Lake,Hot,Low,Leisure,1,0,6,May,Train
7207,Evelyn Haney,Male,54,Photography Expedition,Cold,High,Business,1,1,2,April,Train
7208,Dawn Martin,Female,37,Shopping Extravaganza,Cold,High,Leisure,3,0,8,December,Train
7209,Eric Shepard,Female,28,City,Hot,Medium,Business,3,1,10,November,Ferry
7210,Michael Reed,Male,24,Adventure Sports,Cold,Low,Leisure,5,0,7,May,Ferry
7211,Yvonne Kim,Male,24,Fishing Village,Hot,Low,Business,1,1,11,November,Train
7212,Bobby Lee,Female,23,Countryside,Warm,Medium,Leisure,1,1,10,August,Train
7213,Matthew Gutierrez,Female,54,City,Hot,Low,Leisure,5,0,12,November,Airplane
7214,Laura Romero MD,Male,34,Lake,Warm,Low,Leisure,5,1,14,November,Ferry
7215,Greg Sanchez,Male,39,Winery,Hot,High,Business,3,0,13,April,Ferry
7216,Juan Miller,Female,51,Beach,Cold,Medium,Business,4,1,9,December,Airplane
7217,Brandon West,Male,19,Wildlife Safari,Cold,Low,Leisure,2,0,9,April,Car
7218,Scott Garcia,Male,37,Countryside,Hot,Medium,Business,2,1,8,April,Train
7219,John Mendez,Female,20,Beach,Cold,Low,Business,4,0,11,February,Ferry
7220,Thomas Sanders,Female,24,Theme Park,Warm,High,Business,5,1,14,November,Car
7221,Ronald King,Male,31,Countryside,Warm,Medium,Leisure,2,0,4,June,Ferry
7222,Brittany Moore,Female,41,Village,Warm,Medium,Business,1,1,6,June,Car
7223,Annette Hawkins,Female,43,Shopping Extravaganza,Hot,Low,Business,1,1,2,July,Ferry
7224,Barbara Lee,Female,51,Shopping Extravaganza,Cold,Medium,Leisure,5,0,3,July,Train
7225,Patricia Rhodes,Male,42,Fishing Village,Hot,Medium,Leisure,5,1,9,February,Ferry
7226,Renee Lewis,Male,30,Art and Architecture Tour,Warm,Low,Business,3,1,2,January,Train
7227,Curtis Lee,Male,44,Volcano Exploration,Hot,Low,Business,3,1,10,March,Airplane
7228,Steven Johnson,Female,27,Art and Architecture Tour,Warm,High,Leisure,1,0,5,January,Ferry
7229,Michael Mason,Female,58,Countryside,Hot,High,Leisure,1,1,2,September,Airplane
7230,Lisa Hudson,Male,20,Village,Cold,Medium,Business,3,1,9,June,Ferry
7231,Dustin Ashley,Male,39,Island,Hot,High,Leisure,1,0,10,March,Airplane
7232,Christopher Valencia,Female,28,Wildlife Safari,Hot,Low,Business,3,1,11,November,Train
7233,Dawn White,Male,29,Beach,Hot,Medium,Business,5,1,8,September,Airplane
7234,Todd Carlson,Male,26,National Park,Cold,High,Leisure,1,0,7,December,Train
7235,Tara Calderon,Male,36,Fishing Village,Cold,Medium,Leisure,3,1,11,January,Car
7236,Kristen Davis,Female,57,Desert,Hot,Low,Leisure,5,0,1,April,Train
7237,John Lopez,Female,43,Religious Pilgrimage,Warm,Medium,Business,3,0,3,October,Bus
7238,Zachary Brown,Female,29,Science and Astronomy Tour,Hot,Low,Business,3,0,12,January,Airplane
7239,Robert Cobb,Female,53,Village,Warm,Low,Leisure,5,0,4,March,Car
7240,Sharon Johnson PhD,Male,45,Village,Warm,Low,Business,3,1,11,September,Train
7241,Anna Mckee,Male,48,Spa Retreat,Cold,Low,Business,5,0,14,March,Bus
7242,Jordan Wilson,Male,64,Historical Sites,Hot,Medium,Leisure,5,1,3,August,Airplane
7243,Kelly Thompson,Male,36,Art and Architecture Tour,Warm,Medium,Business,3,0,7,May,Airplane
7244,Anthony Lyons,Female,48,Food and Culinary Tour,Cold,Low,Leisure,2,0,3,September,Airplane
7245,Karl Brown,Female,63,Beach,Hot,High,Business,3,1,5,October,Car
7246,Breanna Ross,Male,57,Volcano Exploration,Hot,High,Business,3,1,10,July,Car
7247,Mark Santiago,Male,37,Winery,Cold,High,Leisure,2,0,6,January,Train
7248,Robert Frederick,Male,63,Jungle,Cold,High,Business,2,0,14,May,Airplane
7249,Catherine Castillo,Female,50,Volcano Exploration,Warm,Low,Leisure,5,0,2,November,Airplane
7250,Michele Bell,Female,58,Religious Pilgrimage,Cold,Medium,Business,2,1,12,April,Train
7251,Sherry Lee,Male,32,Theme Park,Warm,Medium,Business,1,0,7,May,Ferry
7252,Kyle Rhodes,Male,26,Art and Architecture Tour,Warm,High,Business,3,1,2,January,Train
7253,Tina Patel,Male,25,Ski Resort,Hot,Medium,Business,5,0,6,February,Train
7254,Matthew Smith,Female,41,Shopping Extravaganza,Hot,Low,Leisure,3,1,7,October,Bus
7255,Lance Miller,Female,26,Countryside,Cold,Medium,Leisure,3,0,12,July,Airplane
7256,Michael Tate,Female,53,Art and Architecture Tour,Warm,Medium,Business,1,0,12,January,Ferry
7257,Shannon Hoffman,Male,51,Forest,Warm,High,Leisure,3,0,14,March,Ferry
7258,Phillip Harris,Female,53,Lake,Cold,High,Business,2,0,12,October,Bus
7259,Christine Moon,Male,20,Shopping Extravaganza,Hot,Low,Leisure,3,1,13,June,Ferry
7260,Edward Chavez,Female,36,Food and Culinary Tour,Cold,Low,Leisure,2,0,4,November,Bus
7261,Ashley Smith,Female,42,Countryside,Hot,Medium,Business,4,0,7,March,Bus
7262,Lacey Norman,Male,21,Lake,Hot,Medium,Leisure,4,1,6,January,Ferry
7263,Angela Montgomery,Male,51,National Park,Warm,Low,Leisure,1,1,9,May,Airplane
7264,Michelle Richardson,Female,20,Adventure Sports,Hot,Low,Business,4,1,14,April,Car
7265,Megan Fuller,Male,35,Spa Retreat,Cold,Medium,Leisure,5,1,1,February,Train
7266,James House,Male,25,Lake,Cold,Low,Leisure,1,0,7,April,Ferry
7267,Zachary Welch,Female,39,Adventure Sports,Cold,Medium,Business,1,1,8,August,Car
7268,Megan Oneill,Female,31,Food and Culinary Tour,Warm,Medium,Leisure,1,0,14,July,Bus
7269,Brady Brown,Male,57,Forest,Hot,Medium,Business,1,0,4,October,Car
7270,Michael Crosby,Female,35,Wildlife Safari,Warm,Low,Leisure,4,0,14,July,Airplane
7271,Mr. Dennis Young,Male,34,Lake,Hot,Low,Business,3,1,13,November,Bus
7272,John Smith,Female,44,Forest,Hot,Low,Business,4,1,4,July,Car
7273,Robert Adams DDS,Female,46,Ski Resort,Warm,Medium,Leisure,4,1,1,October,Train
7274,Denise Brown,Male,21,Jungle,Warm,Low,Business,2,1,6,August,Ferry
7275,David Ray,Female,53,Cultural Experience,Cold,Medium,Leisure,3,0,7,November,Bus
7276,Megan Williams,Female,36,Adventure Sports,Cold,Low,Leisure,3,0,7,June,Train
7277,Bryan Riley,Female,43,Beach,Warm,Low,Leisure,5,1,13,November,Train
7278,Natalie Miller,Female,57,Fishing Village,Hot,High,Business,3,1,3,January,Car
7279,Scott Kane DVM,Female,25,Desert,Warm,Low,Leisure,2,1,14,February,Airplane
7280,Nicole Roberts,Female,33,Lake,Hot,Medium,Leisure,5,0,2,August,Airplane
7281,Arthur Sherman,Female,52,Beach,Warm,High,Leisure,3,1,9,February,Bus
7282,Nancy Cummings,Male,29,City,Cold,Low,Business,5,1,4,May,Car
7283,Michael Young,Male,40,Science and Astronomy Tour,Warm,Medium,Business,1,0,11,November,Airplane
7284,Jennifer Sweeney,Female,36,Volcano Exploration,Hot,High,Business,5,0,3,February,Ferry
7285,Tony Jones III,Male,45,Mountain,Cold,Medium,Leisure,3,0,12,April,Bus
7286,Scott Rose,Male,52,Adventure Sports,Cold,Medium,Leisure,1,1,5,September,Ferry
7287,Diana Henderson,Male,31,Volcano Exploration,Hot,High,Leisure,2,1,13,June,Train
7288,Terri Gonzalez,Female,64,Desert,Cold,Low,Leisure,1,1,1,December,Airplane
7289,Annette Hunt,Female,34,Winery,Warm,Low,Leisure,4,0,10,November,Bus
7290,Glenda Fields,Male,34,Shopping Extravaganza,Cold,Medium,Business,5,0,6,September,Airplane
7291,Gerald Cortez,Female,47,Adventure Sports,Warm,Low,Business,5,1,8,September,Bus
7292,Derrick Bell,Female,59,Village,Hot,High,Leisure,1,0,5,November,Car
7293,David White,Male,28,Wildlife Safari,Warm,High,Leisure,4,0,11,November,Train
7294,Logan Harris,Male,51,Religious Pilgrimage,Warm,Low,Leisure,4,1,12,October,Car
7295,Eric Henderson,Male,44,Beach,Warm,Medium,Business,1,0,4,August,Ferry
7296,Michael Hart,Male,58,Fishing Village,Cold,Low,Business,2,0,14,December,Train
7297,Emily Glover,Female,30,Fishing Village,Cold,High,Business,1,0,3,January,Car
7298,Virginia Chen,Male,47,Religious Pilgrimage,Warm,Medium,Business,1,1,4,April,Bus
7299,Angela Strickland,Female,22,Volcano Exploration,Hot,High,Business,2,0,7,May,Car
7300,Angela Williams,Male,58,Beach,Hot,High,Business,3,1,3,December,Bus
7301,Nicholas Brown,Female,54,Mountain,Warm,Medium,Leisure,4,1,3,November,Airplane
7302,Donna Simmons,Male,45,Lake,Cold,High,Business,3,0,6,November,Airplane
7303,Kathleen Watts,Female,35,Arctic Expedition,Hot,Medium,Business,2,0,14,November,Train
7304,Jennifer Barnett,Female,51,Theme Park,Cold,High,Leisure,2,0,8,March,Airplane
7305,Daniel Silva,Male,49,Food and Culinary Tour,Cold,High,Business,2,1,11,April,Ferry
7306,Kimberly Graves,Female,43,Historical Sites,Warm,Medium,Leisure,1,1,7,December,Car
7307,Darren Anderson,Female,42,Village,Warm,Low,Business,1,1,12,December,Ferry
7308,Jonathon Stewart,Male,20,Island,Cold,High,Leisure,2,0,7,October,Car
7309,Steven Taylor,Female,32,Beach,Warm,Low,Leisure,1,0,5,March,Airplane
7310,Peter Hamilton,Female,27,Cruise,Cold,High,Leisure,3,1,2,November,Airplane
7311,Samantha Reyes,Male,51,Island,Warm,Low,Business,2,0,3,December,Airplane
7312,Jacqueline Knight,Male,35,Cultural Experience,Cold,Low,Leisure,1,1,6,March,Train
7313,Gregory Boyer,Male,60,City,Hot,Medium,Leisure,2,1,3,February,Ferry
7314,Jim Clark,Male,30,Cruise,Warm,High,Business,4,1,12,February,Airplane
7315,Robert Vaughan,Female,35,Lake,Hot,Medium,Business,1,1,2,February,Ferry
7316,Randy Vargas,Female,45,Yoga and Wellness Retreat,Warm,High,Leisure,3,0,5,May,Train
7317,Michelle Malone,Male,26,Historical Sites,Cold,Low,Leisure,5,0,10,July,Bus
7318,Melanie Lewis,Male,61,Jungle,Warm,Medium,Business,4,0,6,June,Ferry
7319,John Mills,Male,55,Music and Festival Tour,Cold,High,Leisure,4,1,4,December,Bus
7320,Patrick Price,Male,52,Religious Pilgrimage,Cold,Low,Leisure,4,0,4,September,Ferry
7321,Melinda Sanchez,Female,32,Lake,Hot,High,Business,1,0,11,January,Train
7322,Donna Morgan,Male,53,Food and Culinary Tour,Hot,Low,Leisure,2,1,9,July,Ferry
7323,Michael Henry,Male,23,Lake,Warm,High,Leisure,2,0,13,September,Ferry
7324,Makayla Rivas,Male,50,Photography Expedition,Warm,Medium,Leisure,4,1,4,August,Car
7325,Gary Frank,Female,49,Countryside,Cold,Low,Leisure,2,1,7,February,Car
7326,Benjamin King,Male,25,Mountain,Hot,High,Leisure,3,0,13,May,Bus
