,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
9373,Ashley Ponce,Female,63,Ski Resort,Warm,High,Leisure,1,1,8,November,Ferry,Outdoor Exploration,FR
9374,Gabriella Diaz,Male,54,Village,Warm,High,Leisure,1,0,7,September,Bus,Physical Sports,FR
9375,Jason Shepard,Female,25,Village,Warm,Low,Business,1,1,14,September,Car,Culinary,ZH
9376,Mario Evans DVM,Male,59,Photography Expedition,Hot,Medium,Business,1,0,5,November,Ferry,Intellectual Pursuits,ZH
9377,James Bailey,Male,24,Mountain,Hot,High,Business,5,0,12,November,Airplane,Outdoor Exploration,EN
9378,Alejandro Mayer,Female,24,Spa Retreat,Warm,High,Business,4,0,7,October,Car,Outdoor Exploration,EN
9379,Jose Francis,Female,53,Ski Resort,Cold,Low,Business,5,0,7,November,Ferry,Creative Arts,EN
9380,Denise Harris,Male,32,Island,Cold,Low,Leisure,5,1,14,September,Airplane,Creative Arts,FR
9381,Emily James,Female,30,Countryside,Cold,Low,Leisure,4,1,10,October,Ferry,Culinary,EN
9382,Kathryn Vasquez,Female,25,Island,Cold,Medium,Leisure,4,1,11,November,Airplane,Creative Arts,EN
9383,Shannon Miller,Male,25,Mountain,Warm,Low,Leisure,2,0,5,November,Ferry,Creative Arts,EN
9384,Adrian Lowe,Male,40,Island,Hot,High,Leisure,2,1,2,November,Car,Intellectual Pursuits,EN
9385,Sara Schultz,Female,22,Photography Expedition,Warm,High,Business,5,0,13,October,Car,Outdoor Exploration,ZH
9386,Haley Hill,Female,37,Island,Cold,Low,Business,4,0,12,October,Airplane,Outdoor Exploration,EN
9387,Lauren Buchanan,Male,33,City,Warm,High,Leisure,5,0,12,November,Airplane,Intellectual Pursuits,ZH
9388,Barry Carter,Female,18,Photography Expedition,Hot,Medium,Leisure,5,1,11,November,Ferry,Culinary,ZH
9389,Taylor Campbell,Female,56,City,Warm,Low,Leisure,3,1,9,September,Train,Physical Sports,FR
9390,Douglas Hardin,Female,38,City,Warm,High,Leisure,3,1,5,September,Airplane,Creative Arts,EN
9391,Kyle Johnson,Male,30,Winery,Warm,Medium,Business,3,1,13,October,Car,Physical Sports,ZH
9392,Edward Mann,Female,50,Countryside,Hot,Medium,Leisure,1,1,11,October,Car,Physical Sports,EN
9393,Robin Clark,Female,54,Countryside,Warm,High,Leisure,2,1,3,September,Car,Creative Arts,FR
9394,Paula Wilson,Female,32,Winery,Cold,Medium,Business,4,0,11,September,Ferry,Outdoor Exploration,ZH
9395,Sonya Stewart,Female,19,Island,Hot,High,Business,5,1,8,October,Ferry,Intellectual Pursuits,FR
9396,Sarah Williams,Male,20,Mountain,Hot,Medium,Business,1,1,10,October,Car,Physical Sports,EN
9397,Raymond Holmes,Male,56,City,Warm,Low,Leisure,3,1,6,September,Airplane,Outdoor Exploration,FR
9398,Kimberly Sanchez,Female,55,Village,Warm,Low,Leisure,4,1,1,November,Ferry,Culinary,EN
9399,Courtney Calhoun,Male,27,Winery,Hot,High,Business,5,0,9,September,Ferry,Intellectual Pursuits,EN
9400,Bruce Johnson,Female,42,Ski Resort,Cold,Low,Leisure,4,1,11,October,Airplane,Intellectual Pursuits,FR
9401,Richard Hale,Male,21,Village,Warm,High,Leisure,2,0,1,October,Train,Culinary,ZH
9402,Amanda Simpson,Male,27,City,Warm,Medium,Leisure,4,0,8,November,Ferry,Creative Arts,FR
9403,David Hernandez,Male,34,City,Cold,High,Leisure,5,1,6,November,Airplane,Outdoor Exploration,FR
9404,Melinda Gonzalez,Female,44,Ski Resort,Warm,High,Business,4,0,13,November,Airplane,Outdoor Exploration,EN
9405,Kevin Dean,Male,33,Island,Cold,High,Leisure,2,1,5,October,Train,Outdoor Exploration,ZH
9406,Juan Lynn,Female,61,Photography Expedition,Warm,Low,Business,5,1,11,September,Train,Creative Arts,FR
9407,Sheena Rivas,Male,48,Spa Retreat,Hot,Medium,Business,2,1,10,October,Car,Culinary,ZH
9408,Dennis Kerr,Female,38,Countryside,Cold,Medium,Leisure,4,0,6,October,Airplane,Outdoor Exploration,ZH
9409,Brian Hernandez,Female,55,Spa Retreat,Cold,Low,Leisure,3,1,4,November,Ferry,Culinary,EN
9410,Andrew Bradshaw,Male,44,Island,Hot,Medium,Leisure,4,1,5,October,Ferry,Physical Sports,FR
9411,Kevin Bowen,Female,54,Photography Expedition,Warm,Medium,Business,5,1,13,November,Ferry,Outdoor Exploration,EN
9412,Jamie Fisher,Male,19,Spa Retreat,Warm,High,Leisure,2,1,5,October,Train,Creative Arts,ZH
9413,Lisa Thompson,Female,44,Mountain,Warm,High,Business,1,0,10,September,Bus,Physical Sports,ZH
9414,Thomas Stanley,Male,41,Spa Retreat,Hot,Low,Business,3,0,3,October,Car,Intellectual Pursuits,FR
9415,Mary Briggs,Female,30,Countryside,Hot,Medium,Leisure,5,1,12,October,Bus,Outdoor Exploration,ZH
9416,Jerry Alexander,Male,33,Countryside,Hot,High,Leisure,4,0,13,November,Airplane,Outdoor Exploration,ZH
9417,Paul Evans,Male,19,Countryside,Cold,High,Leisure,3,1,11,September,Airplane,Intellectual Pursuits,FR
9418,Gregory Rodriguez,Female,35,Spa Retreat,Hot,Medium,Business,1,1,8,November,Car,Physical Sports,EN
9419,Hannah Knight,Female,56,City,Cold,Medium,Leisure,3,1,1,September,Airplane,Creative Arts,ZH
9420,Theodore Swanson,Male,43,Island,Warm,High,Leisure,5,0,9,September,Car,Outdoor Exploration,ZH
9421,Christopher Miller,Male,20,Mountain,Warm,Medium,Business,3,1,3,November,Ferry,Physical Sports,ZH
9422,Breanna Wood,Female,42,Village,Hot,High,Leisure,2,1,2,November,Bus,Outdoor Exploration,FR
9423,Samantha Miles,Female,41,Lake,Cold,High,Leisure,5,1,12,November,Airplane,Physical Sports,EN
9424,Heather Robertson,Male,34,Spa Retreat,Warm,Low,Business,5,1,13,September,Car,Culinary,EN
9425,Martha Stone,Male,36,City,Warm,Low,Leisure,1,0,9,October,Bus,Outdoor Exploration,ZH
9426,Robert Wilson,Male,48,Winery,Cold,Medium,Business,4,1,14,September,Train,Creative Arts,ZH
9427,Daniel Riley,Female,41,City,Warm,Medium,Business,4,1,11,October,Ferry,Physical Sports,FR
9428,Carolyn Melton,Male,56,Mountain,Cold,Low,Leisure,4,0,2,September,Train,Creative Arts,FR
9429,Samantha Torres,Male,20,Mountain,Warm,Low,Business,4,0,3,November,Car,Outdoor Exploration,EN
9430,Evelyn Richards,Female,50,Photography Expedition,Cold,Low,Business,5,0,2,October,Airplane,Intellectual Pursuits,EN
9431,Michael Harris,Female,19,Winery,Hot,Low,Leisure,2,0,12,October,Bus,Outdoor Exploration,FR
9432,Julie Stevenson,Male,51,City,Hot,Low,Business,3,1,12,October,Car,Culinary,FR
9433,Alexandria King,Female,34,Island,Hot,High,Business,3,1,8,September,Bus,Creative Arts,EN
9434,Jeffrey Johnson,Male,37,Mountain,Hot,Medium,Business,5,1,2,October,Airplane,Creative Arts,EN
9435,Nathan Frost,Male,50,Ski Resort,Hot,Low,Leisure,2,1,1,October,Bus,Outdoor Exploration,FR
9436,Scott Armstrong,Female,52,Countryside,Cold,Medium,Leisure,5,0,5,November,Bus,Physical Sports,EN
9437,Adam Hernandez,Female,41,Countryside,Hot,High,Leisure,2,1,5,November,Train,Physical Sports,FR
9438,Matthew Martinez,Female,49,Winery,Warm,Medium,Leisure,3,1,9,September,Train,Outdoor Exploration,FR
9439,Casey Joseph,Male,56,Mountain,Warm,Medium,Business,3,1,9,October,Airplane,Intellectual Pursuits,EN
9440,Gloria Knight,Female,48,Village,Cold,Medium,Business,4,0,11,November,Ferry,Intellectual Pursuits,EN
9441,Mitchell King,Female,52,Ski Resort,Cold,High,Business,2,1,4,November,Ferry,Intellectual Pursuits,EN
9442,Megan Palmer,Male,23,Countryside,Hot,Medium,Leisure,5,1,10,September,Train,Physical Sports,FR
9443,Arthur Smith DVM,Female,34,Photography Expedition,Hot,Medium,Leisure,2,1,2,September,Car,Physical Sports,EN
9444,Rodney Saunders,Female,28,Photography Expedition,Warm,Medium,Business,1,1,10,October,Bus,Culinary,ZH
9445,Judith Robinson,Male,35,Countryside,Warm,High,Business,3,0,12,October,Airplane,Creative Arts,FR
9446,Matthew Tucker,Male,57,Village,Warm,Low,Business,2,1,8,September,Airplane,Creative Arts,EN
9447,Ryan Carter,Female,37,Spa Retreat,Warm,High,Business,1,0,4,September,Train,Culinary,EN
9448,Ruth Mcgee,Male,58,Lake,Cold,Low,Leisure,1,1,2,September,Train,Creative Arts,FR
9449,Linda Obrien,Male,62,Countryside,Hot,High,Leisure,3,1,1,November,Airplane,Outdoor Exploration,EN
9450,Nicholas Bradley,Male,59,Village,Cold,Low,Business,2,0,14,November,Bus,Culinary,FR
9451,Cole Fields,Female,60,Spa Retreat,Cold,Medium,Leisure,4,0,6,October,Ferry,Physical Sports,FR
9452,Edward Ortiz,Male,61,Lake,Hot,High,Business,1,1,12,September,Car,Creative Arts,EN
9453,Joseph Tucker,Female,22,City,Cold,High,Leisure,4,0,13,September,Car,Outdoor Exploration,EN
9454,Christopher Rogers MD,Male,57,City,Cold,Medium,Business,5,1,10,November,Airplane,Culinary,ZH
9455,Dawn Davis,Female,48,Ski Resort,Warm,Low,Business,2,0,11,October,Airplane,Outdoor Exploration,EN
9456,Alexandria Baldwin,Female,23,City,Cold,Medium,Business,5,0,13,November,Bus,Intellectual Pursuits,ZH
9457,Carlos Williams,Male,62,City,Warm,Low,Leisure,3,0,14,September,Ferry,Outdoor Exploration,ZH
9458,Patrick Freeman,Male,42,Countryside,Hot,Medium,Leisure,2,1,12,September,Airplane,Culinary,FR
9459,Timothy Davis,Female,57,Island,Hot,Medium,Leisure,1,1,11,October,Train,Culinary,FR
9460,Sara Edwards DVM,Female,57,Mountain,Hot,High,Leisure,4,1,6,October,Car,Creative Arts,FR
9461,Regina Jackson DDS,Male,57,City,Cold,High,Leisure,5,0,2,October,Bus,Outdoor Exploration,FR
9462,Jonathan Jackson,Male,47,Winery,Warm,Low,Business,4,1,2,November,Ferry,Culinary,EN
9463,Kimberly Morales,Female,58,Winery,Hot,Medium,Business,3,0,5,October,Car,Creative Arts,ZH
9464,William Oconnell,Male,27,Spa Retreat,Cold,Low,Leisure,3,1,14,October,Airplane,Creative Arts,ZH
9465,Kyle Compton,Male,35,Winery,Hot,Medium,Business,4,0,5,November,Airplane,Physical Sports,ZH
9466,Justin Wright,Male,50,Mountain,Hot,Low,Business,2,1,8,November,Ferry,Creative Arts,ZH
9467,Adam Hensley,Male,59,Photography Expedition,Hot,High,Business,3,0,12,September,Train,Culinary,FR
9468,Brian Lambert,Male,22,Photography Expedition,Warm,Medium,Leisure,2,1,6,October,Car,Outdoor Exploration,EN
9469,Tracy Berger,Female,20,Village,Warm,Low,Leisure,2,0,2,September,Ferry,Physical Sports,EN
9470,Erin Ponce,Female,59,Ski Resort,Hot,Low,Business,5,1,6,October,Airplane,Outdoor Exploration,EN
9471,Melody Higgins,Female,33,Photography Expedition,Hot,High,Leisure,5,1,7,November,Bus,Physical Sports,FR
9472,Charles Pope,Male,18,Lake,Hot,Low,Business,5,1,13,September,Car,Creative Arts,EN
9473,Julie Ward,Female,28,Ski Resort,Hot,Low,Leisure,2,1,1,October,Airplane,Culinary,EN
9474,Marc Herrera,Male,33,Mountain,Cold,Medium,Business,4,0,2,October,Airplane,Creative Arts,FR
9475,Ryan Brown,Male,34,Spa Retreat,Cold,Low,Leisure,1,1,7,September,Bus,Outdoor Exploration,ZH
9476,Dwayne Berry,Female,42,Village,Hot,Low,Leisure,2,0,14,September,Bus,Creative Arts,ZH
9477,Susan Rice,Male,59,Spa Retreat,Warm,Medium,Leisure,3,1,10,October,Car,Creative Arts,FR
9478,Veronica Peters,Female,23,Lake,Warm,Medium,Leisure,2,1,8,November,Train,Physical Sports,FR
9479,Lindsay Baldwin,Male,62,City,Hot,High,Leisure,3,0,7,October,Airplane,Outdoor Exploration,EN
9480,Anita Blake,Male,53,Spa Retreat,Warm,Medium,Business,4,0,8,November,Bus,Culinary,ZH
9481,Matthew Middleton,Female,39,City,Hot,Low,Leisure,3,1,13,September,Ferry,Outdoor Exploration,EN
9482,Stephanie Doyle,Female,46,City,Warm,Low,Leisure,4,1,10,October,Bus,Intellectual Pursuits,FR
9483,Linda White,Male,64,Spa Retreat,Hot,High,Leisure,5,0,2,September,Car,Outdoor Exploration,EN
9484,Mathew Hernandez,Male,58,City,Cold,Medium,Business,4,0,10,November,Ferry,Physical Sports,EN
9485,Emily Lyons,Female,52,Photography Expedition,Warm,Medium,Leisure,4,1,6,September,Bus,Culinary,EN
9486,Tracy Ortega,Male,54,Mountain,Warm,Medium,Business,4,0,13,September,Train,Outdoor Exploration,FR
9487,Andrea Perry,Male,43,Mountain,Cold,Low,Leisure,2,1,9,October,Ferry,Creative Arts,ZH
9488,Jessica Smith,Male,28,Winery,Cold,High,Business,4,1,8,November,Car,Physical Sports,ZH
9489,Julia Flowers,Female,37,Mountain,Hot,High,Business,2,0,5,September,Train,Outdoor Exploration,FR
9490,David Montgomery,Female,41,Spa Retreat,Cold,Medium,Leisure,3,1,11,November,Car,Creative Arts,EN
9491,Brian Munoz,Male,29,Ski Resort,Cold,Low,Leisure,5,1,12,November,Train,Outdoor Exploration,FR
9492,Matthew David,Female,62,Mountain,Warm,Low,Business,3,0,5,November,Ferry,Intellectual Pursuits,EN
9493,Christopher Rogers MD,Female,63,Countryside,Cold,Low,Leisure,4,1,6,November,Airplane,Intellectual Pursuits,ZH
9494,Kathryn Marshall,Male,50,Mountain,Warm,High,Leisure,2,1,9,October,Bus,Culinary,FR
9495,Linda Neal,Female,28,Village,Warm,High,Leisure,2,1,3,October,Airplane,Intellectual Pursuits,EN
9496,Carmen Grimes,Male,51,Winery,Cold,High,Leisure,1,0,10,October,Car,Physical Sports,ZH
9497,Andre Friedman,Female,26,City,Cold,High,Business,4,0,6,September,Bus,Intellectual Pursuits,FR
9498,Ricky Russell,Male,54,Winery,Hot,Low,Leisure,1,1,1,October,Airplane,Outdoor Exploration,ZH
9499,Jerome Bruce,Male,61,Mountain,Warm,Low,Business,1,0,3,October,Ferry,Intellectual Pursuits,EN
9500,Morgan Franco,Female,18,Island,Warm,Medium,Leisure,3,0,14,November,Ferry,Culinary,EN
9501,Todd Olson,Male,47,Mountain,Hot,Low,Business,5,1,12,October,Car,Intellectual Pursuits,FR
9502,Timothy Caldwell,Male,42,Countryside,Cold,Low,Business,2,0,9,October,Airplane,Outdoor Exploration,ZH
9503,Randy Mitchell,Female,50,Village,Hot,Low,Leisure,1,0,9,October,Train,Physical Sports,EN
9504,Monica Leach,Female,64,Ski Resort,Cold,Low,Business,5,1,9,October,Train,Physical Sports,FR
9505,Michelle Shaw,Male,45,City,Warm,High,Business,4,0,4,September,Car,Culinary,EN
9506,James Pierce,Female,47,Lake,Hot,High,Leisure,2,1,12,September,Bus,Physical Sports,FR
9507,Taylor Neal,Male,50,Spa Retreat,Warm,High,Business,3,1,3,September,Car,Outdoor Exploration,ZH
9508,Ryan Carter,Male,21,Island,Warm,High,Business,4,1,14,September,Car,Creative Arts,EN
9509,Jamie Young,Female,62,City,Warm,Medium,Leisure,2,1,9,November,Airplane,Intellectual Pursuits,FR
9510,Tracey Bryant,Female,62,Village,Hot,High,Business,4,0,10,November,Car,Outdoor Exploration,EN
9511,Krystal Smith,Female,30,Spa Retreat,Hot,High,Business,3,0,9,November,Ferry,Creative Arts,ZH
9512,Deanna Dean,Male,52,Spa Retreat,Hot,High,Business,1,1,10,November,Ferry,Culinary,FR
9513,Carmen Barajas,Male,50,Photography Expedition,Warm,Medium,Leisure,5,0,11,October,Train,Creative Arts,ZH
9514,Melanie Gonzales,Female,22,City,Hot,Low,Leisure,2,1,10,September,Airplane,Intellectual Pursuits,FR
9515,Donald Coleman,Female,23,Countryside,Warm,Medium,Business,3,1,12,September,Train,Intellectual Pursuits,FR
9516,Matthew Collins,Male,21,Mountain,Hot,Low,Leisure,4,1,9,October,Bus,Culinary,EN
9517,Richard Strong,Male,38,Lake,Warm,High,Business,5,0,3,October,Car,Intellectual Pursuits,EN
9518,Richard Cuevas,Male,34,Photography Expedition,Warm,Medium,Leisure,2,1,14,November,Ferry,Intellectual Pursuits,FR
9519,Cameron Franklin,Female,51,Lake,Hot,High,Business,4,0,5,November,Bus,Culinary,EN
9520,Rodney Alexander,Female,25,Countryside,Warm,Medium,Leisure,3,1,14,November,Ferry,Intellectual Pursuits,EN
9521,Alexis Larson,Female,28,Lake,Cold,Medium,Leisure,2,0,11,October,Bus,Creative Arts,EN
9522,Morgan Lopez,Male,56,Village,Cold,Medium,Leisure,3,1,12,September,Bus,Outdoor Exploration,ZH
9523,Ryan Holland,Male,39,Mountain,Warm,Low,Business,2,0,9,November,Car,Culinary,EN
9524,Kristin Jackson,Female,38,Winery,Cold,Medium,Leisure,3,0,13,October,Train,Outdoor Exploration,FR
9525,Andrew Bradshaw,Female,59,Ski Resort,Warm,High,Business,1,1,8,October,Car,Physical Sports,ZH
9526,Lee Matthews,Female,24,Mountain,Cold,Low,Business,4,1,6,November,Car,Outdoor Exploration,EN
9527,Casey Macdonald,Female,59,Village,Hot,High,Leisure,1,0,12,October,Car,Outdoor Exploration,EN
9528,Daisy Wolfe,Male,21,Mountain,Warm,Medium,Business,1,1,1,November,Car,Creative Arts,FR
9529,Michael Kelly,Female,52,Village,Warm,Low,Leisure,4,1,7,November,Bus,Intellectual Pursuits,EN
9530,Candice James,Male,20,Ski Resort,Cold,High,Business,4,1,12,October,Ferry,Physical Sports,EN
9531,Sandra Matthews,Male,63,Winery,Cold,High,Business,2,1,6,November,Airplane,Physical Sports,EN
9532,Lauren Mendez,Male,64,Winery,Warm,High,Business,3,1,4,November,Ferry,Culinary,ZH
9533,Allison Brown,Female,62,Mountain,Hot,Low,Leisure,1,1,3,September,Airplane,Intellectual Pursuits,ZH
9534,Patrick Cunningham,Female,21,Ski Resort,Hot,High,Business,3,0,3,November,Train,Physical Sports,EN
9535,Emily Mendoza,Male,46,Winery,Warm,Medium,Business,4,1,5,September,Bus,Culinary,ZH
9536,Michael Jones,Male,51,Ski Resort,Warm,Medium,Business,2,0,4,November,Car,Physical Sports,EN
9537,Shawn Brown,Male,47,Village,Cold,Medium,Business,1,0,4,October,Train,Physical Sports,ZH
9538,Julie Mitchell,Male,28,Mountain,Cold,Medium,Business,5,0,4,September,Bus,Intellectual Pursuits,EN
9539,Danielle Morton,Female,54,Lake,Cold,Medium,Leisure,4,1,11,October,Airplane,Intellectual Pursuits,EN
9540,Brenda Jones,Male,25,City,Hot,High,Leisure,2,0,9,October,Train,Outdoor Exploration,ZH
9541,Justin Miller,Female,49,Photography Expedition,Cold,Medium,Business,4,0,9,September,Bus,Outdoor Exploration,FR
9542,Stephanie Hall,Female,52,Photography Expedition,Warm,Low,Business,5,0,5,November,Ferry,Physical Sports,FR
9543,Nancy Cox DVM,Female,61,Spa Retreat,Warm,Medium,Leisure,5,1,7,September,Airplane,Culinary,ZH
9544,Barbara Kennedy,Female,48,Spa Retreat,Hot,Medium,Leisure,3,0,12,October,Car,Outdoor Exploration,FR
9545,Peter Neal,Male,29,Photography Expedition,Cold,High,Business,1,1,11,November,Train,Intellectual Pursuits,ZH
9546,Jennifer Collins,Male,29,Winery,Hot,Medium,Leisure,4,1,9,September,Train,Physical Sports,FR
9547,Amanda Lynch DVM,Female,35,Countryside,Cold,High,Business,5,1,11,September,Train,Physical Sports,EN
9548,Sarah Chambers MD,Female,53,City,Warm,Low,Leisure,1,0,8,October,Train,Outdoor Exploration,EN
9549,Elizabeth Porter,Female,57,Winery,Warm,Medium,Business,1,0,4,November,Train,Outdoor Exploration,ZH
9550,Traci Smith,Male,41,Countryside,Cold,Medium,Business,1,1,2,October,Train,Outdoor Exploration,ZH
9551,Nicholas Garcia,Female,57,Countryside,Cold,Medium,Leisure,5,1,5,October,Bus,Creative Arts,FR
9552,Jared Thompson,Male,35,Countryside,Warm,High,Leisure,5,0,1,November,Car,Outdoor Exploration,ZH
9553,James Colon,Male,37,Countryside,Warm,Low,Business,3,0,12,September,Airplane,Intellectual Pursuits,ZH
9554,Bridget Petty,Female,62,Photography Expedition,Warm,Medium,Leisure,5,0,12,November,Train,Physical Sports,FR
9555,Monica Rose,Male,63,Photography Expedition,Warm,Low,Leisure,1,1,7,October,Car,Culinary,EN
9556,Robin Lewis,Female,39,Ski Resort,Warm,Medium,Business,1,1,5,November,Train,Intellectual Pursuits,EN
9557,Lauren Weaver,Female,56,Countryside,Cold,Medium,Leisure,4,1,6,October,Bus,Intellectual Pursuits,ZH
9558,Kimberly Harrell,Male,28,Ski Resort,Warm,Low,Leisure,4,0,13,October,Train,Physical Sports,ZH
9559,Paul Levine,Female,63,Island,Cold,High,Business,3,0,5,September,Car,Intellectual Pursuits,EN
9560,Jonathan Smith,Male,54,Ski Resort,Warm,High,Business,5,1,4,October,Car,Creative Arts,ZH
9561,Ashley Wilson,Male,55,Spa Retreat,Cold,Low,Leisure,4,0,9,October,Car,Creative Arts,ZH
9562,William Blankenship,Female,31,Winery,Hot,Low,Leisure,1,1,7,September,Ferry,Physical Sports,FR
9563,Jeffrey Cross DVM,Male,62,City,Hot,Medium,Leisure,2,0,10,November,Train,Physical Sports,ZH
9564,Linda Mckinney,Female,45,Winery,Hot,Medium,Business,4,0,12,October,Car,Physical Sports,FR
9565,Ronald Mendez DDS,Female,37,Ski Resort,Warm,Low,Leisure,1,0,5,September,Airplane,Creative Arts,EN
9566,Nicole Mckinney,Male,53,Mountain,Cold,Low,Leisure,4,0,6,September,Train,Physical Sports,EN
9567,Jennifer Abbott,Female,33,Winery,Cold,Medium,Business,3,0,1,November,Ferry,Intellectual Pursuits,ZH
9568,Sara Bradley,Female,41,Village,Hot,Medium,Business,4,0,10,November,Car,Creative Arts,FR
9569,Corey Robinson,Female,22,Winery,Cold,Low,Leisure,1,0,8,November,Train,Creative Arts,EN
9570,Adam Travis,Female,22,City,Cold,High,Business,3,0,6,September,Airplane,Creative Arts,ZH
9571,Katherine Miller,Male,55,Village,Warm,High,Leisure,3,0,12,November,Bus,Culinary,EN
9572,Steven Duncan,Female,45,Ski Resort,Hot,Low,Business,1,1,13,September,Ferry,Culinary,ZH
9573,Jon Marsh,Female,18,Island,Hot,Low,Leisure,5,1,9,November,Bus,Outdoor Exploration,FR
9574,Joshua Harris,Male,28,Ski Resort,Cold,Medium,Business,1,1,6,October,Train,Intellectual Pursuits,EN
9575,Aaron Jones,Male,24,City,Warm,Medium,Leisure,3,0,3,October,Car,Culinary,ZH
9576,Ariana Valdez,Female,57,Photography Expedition,Warm,High,Business,2,1,7,September,Ferry,Outdoor Exploration,ZH
9577,Peter Campbell,Female,54,Photography Expedition,Warm,Medium,Business,5,0,8,September,Ferry,Physical Sports,ZH
9578,Alexander May,Female,37,Ski Resort,Cold,Low,Leisure,2,0,2,October,Train,Creative Arts,ZH
9579,Joshua Brown,Female,56,Lake,Cold,Low,Business,5,0,7,November,Airplane,Physical Sports,ZH
9580,Sonya Boyd,Female,57,Winery,Cold,High,Leisure,5,0,14,October,Airplane,Culinary,EN
9581,Cynthia Knight,Male,19,Countryside,Cold,High,Business,2,0,13,September,Bus,Creative Arts,EN
9582,Jerry Davis,Male,19,Lake,Hot,Medium,Business,5,1,11,November,Train,Creative Arts,ZH
9583,Angela Callahan,Female,30,Ski Resort,Warm,High,Leisure,2,0,14,November,Train,Outdoor Exploration,FR
9584,Jamie Schmidt,Male,54,Island,Cold,Medium,Business,2,0,7,November,Car,Creative Arts,FR
9585,John Noble,Female,46,Mountain,Cold,Medium,Business,3,1,5,October,Airplane,Culinary,EN
9586,Michael Ortiz,Female,41,Photography Expedition,Warm,Medium,Leisure,5,0,12,October,Ferry,Outdoor Exploration,ZH
9587,James Dillon,Male,34,Photography Expedition,Warm,Medium,Business,5,1,3,November,Airplane,Creative Arts,EN
9588,April Lopez,Female,37,Village,Cold,Low,Leisure,1,1,7,November,Train,Outdoor Exploration,ZH
9589,Christopher Garcia,Male,20,Ski Resort,Warm,Medium,Leisure,3,0,7,September,Car,Outdoor Exploration,ZH
9590,Samantha Downs,Female,54,Island,Hot,Low,Business,4,0,8,November,Car,Creative Arts,EN
9591,Marcus Gordon,Male,41,City,Warm,Medium,Business,2,1,3,September,Train,Creative Arts,ZH
9592,Kayla Wilcox,Female,39,Winery,Cold,High,Leisure,1,0,14,November,Train,Physical Sports,EN
9593,Joel Davis,Male,48,Winery,Hot,Medium,Business,3,0,4,October,Ferry,Physical Sports,FR
9594,Erin Sparks,Male,41,City,Cold,Medium,Leisure,4,0,12,September,Car,Intellectual Pursuits,ZH
9595,Brett Small,Female,54,Spa Retreat,Cold,Low,Leisure,2,1,12,October,Airplane,Outdoor Exploration,FR
9596,Tina Gibson,Male,30,Island,Cold,Low,Business,4,1,13,October,Ferry,Culinary,FR
9597,Marissa Lozano,Male,64,Village,Warm,Low,Business,1,1,1,September,Train,Creative Arts,EN
9598,Tara Martinez,Female,34,Spa Retreat,Hot,Low,Business,1,1,2,November,Car,Culinary,EN
9599,Michael Strong,Female,31,Photography Expedition,Cold,Low,Business,5,1,1,November,Airplane,Culinary,FR
9600,Shaun Porter,Female,53,Spa Retreat,Cold,Low,Business,1,1,13,September,Ferry,Culinary,FR
9601,Kenneth Lewis,Male,58,Countryside,Hot,Low,Leisure,5,0,5,October,Car,Physical Sports,ZH
9602,Leslie Ho,Male,44,Countryside,Hot,Medium,Business,2,0,11,November,Ferry,Outdoor Exploration,FR
9603,John Miller,Male,51,City,Cold,High,Business,2,1,2,November,Ferry,Physical Sports,EN
9604,Rebecca Johnson,Male,51,Island,Warm,Low,Leisure,3,0,8,September,Train,Intellectual Pursuits,ZH
9605,Ethan Moore,Female,47,Ski Resort,Cold,High,Leisure,5,0,1,November,Airplane,Intellectual Pursuits,FR
9606,Robin Smith,Male,62,Winery,Cold,Medium,Leisure,2,1,11,September,Ferry,Physical Sports,FR
9607,William Chen,Female,41,City,Cold,Low,Leisure,5,0,14,September,Ferry,Physical Sports,ZH
9608,Carl Vasquez,Male,25,Winery,Warm,Medium,Business,2,0,6,September,Airplane,Culinary,FR
9609,Benjamin Thompson,Female,50,Mountain,Cold,High,Leisure,2,1,10,October,Bus,Intellectual Pursuits,EN
9610,Alexander Sutton,Male,24,Mountain,Cold,Low,Business,4,0,13,October,Ferry,Creative Arts,FR
9611,Phillip Burch,Female,43,Village,Cold,Low,Leisure,3,1,14,September,Airplane,Outdoor Exploration,EN
9612,David Bennett,Female,56,Island,Cold,Medium,Leisure,4,1,1,September,Airplane,Culinary,EN
9613,Rodney Vargas,Female,63,Island,Hot,Low,Leisure,2,1,2,November,Car,Culinary,FR
9614,Megan Washington,Male,27,Countryside,Hot,High,Business,3,1,5,November,Ferry,Physical Sports,FR
9615,Zachary Harris,Male,19,Spa Retreat,Warm,Low,Leisure,4,1,7,November,Bus,Culinary,FR
9616,James Johnson,Male,62,Spa Retreat,Hot,High,Business,2,0,13,September,Airplane,Physical Sports,EN
9617,Kayla Jordan,Female,57,Mountain,Cold,Low,Leisure,2,1,11,October,Car,Physical Sports,FR
9618,Mark Harris,Male,33,Village,Hot,High,Business,5,0,3,September,Car,Creative Arts,ZH
9619,Barbara Nelson DDS,Female,49,Spa Retreat,Warm,Medium,Business,5,0,14,October,Ferry,Intellectual Pursuits,FR
9620,Emily Marsh,Male,62,Winery,Hot,Medium,Leisure,4,0,2,September,Airplane,Physical Sports,ZH
9621,Meagan Sanders,Male,57,Spa Retreat,Hot,Low,Leisure,5,1,5,October,Car,Physical Sports,FR
