,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
8356,Renee Campbell,Female,30,Photography Expedition,Cold,Low,Leisure,2,0,1,June,Bus
8357,Karen Morgan,Female,58,Countryside,Warm,Low,Leisure,4,1,9,July,Ferry
8358,Francisco Smith,Male,32,Village,Cold,Low,Business,3,1,14,July,Car
8359,Steven Brown,Female,49,Village,Cold,Low,Leisure,2,0,11,June,Train
8360,Marie Cooper,Male,25,Countryside,Warm,High,Business,3,1,3,August,Airplane
8361,Nicholas Collins,Male,28,Mountain,Warm,Medium,Leisure,2,1,4,June,Train
8362,Robin Davis,Female,18,Mountain,Warm,Medium,Business,2,0,13,June,Ferry
8363,Lisa Stone,Male,55,Lake,Cold,Low,Business,3,1,12,August,Bus
8364,Alicia Dixon,Female,55,Winery,Hot,High,Leisure,3,0,2,July,Car
8365,Jerry Hall,Female,31,Photography Expedition,Cold,Low,Leisure,5,0,3,June,Airplane
8366,Teresa Vega,Male,39,Winery,Hot,Low,Business,3,0,11,June,Bus
8367,Troy Black,Female,33,City,Warm,Low,Business,1,1,3,August,Train
8368,Michael Cook,Female,35,Winery,Warm,Low,Business,2,1,8,August,Ferry
8369,Nicholas Flores,Female,63,Photography Expedition,Warm,High,Leisure,2,0,7,June,Train
8370,Olivia Knight,Female,48,Countryside,Hot,High,Leisure,4,0,10,July,Airplane
8371,Matthew Hall,Male,57,Lake,Hot,Medium,Business,3,1,1,July,Bus
8372,Terry Mendoza,Female,29,Mountain,Warm,High,Business,3,1,10,June,Train
8373,Meghan Ramirez,Female,49,Lake,Warm,High,Business,2,1,13,June,Car
8374,Wayne Tyler,Male,45,Ski Resort,Cold,Medium,Business,3,0,6,June,Bus
8375,Michael Lloyd,Female,35,Lake,Hot,Medium,Leisure,2,1,14,June,Airplane
8376,Earl Johnson,Female,24,Island,Cold,Low,Business,4,0,5,August,Bus
8377,Terry King,Male,55,Spa Retreat,Warm,High,Business,2,0,12,August,Ferry
8378,Chad Reyes,Female,18,Spa Retreat,Hot,High,Leisure,5,1,1,June,Airplane
8379,Eduardo Lowe,Female,60,Countryside,Hot,High,Business,4,0,2,August,Airplane
8380,Brittany Adams,Male,21,Countryside,Cold,Low,Leisure,2,1,7,June,Ferry
8381,Daniel Taylor,Male,56,Winery,Hot,Low,Leisure,1,1,7,August,Bus
8382,Wesley Robinson,Male,35,Winery,Cold,Medium,Leisure,5,0,12,August,Ferry
8383,Aaron Poole,Female,30,Countryside,Hot,High,Business,5,1,4,July,Car
8384,Shelly Warren,Male,46,Ski Resort,Cold,High,Leisure,5,1,3,August,Airplane
8385,Samantha Greer,Male,25,Spa Retreat,Warm,High,Business,2,0,2,July,Car
8386,Dominique Dougherty,Male,27,Mountain,Warm,High,Business,5,0,4,July,Bus
8387,Laura Morris,Male,58,Mountain,Warm,High,Leisure,4,1,11,June,Ferry
8388,Michele Moore,Female,53,Ski Resort,Cold,Low,Leisure,4,1,10,July,Ferry
8389,Tina Willis,Female,21,Village,Hot,High,Leisure,1,1,12,June,Ferry
8390,Elizabeth Nelson,Male,54,Mountain,Hot,Medium,Leisure,5,1,7,July,Train
8391,Lynn Bautista,Male,41,Countryside,Hot,High,Leisure,5,1,14,August,Car
8392,Matthew Odonnell,Male,38,City,Hot,Medium,Leisure,4,1,13,August,Car
8393,Alisha Lam,Male,58,Spa Retreat,Hot,Low,Business,3,0,12,June,Ferry
8394,Nathan Daugherty,Male,56,Photography Expedition,Cold,High,Business,1,0,3,August,Car
8395,Heather Rivera,Male,38,Spa Retreat,Cold,Low,Business,4,0,12,July,Train
8396,Jane Kelly,Male,60,Spa Retreat,Warm,High,Leisure,5,1,2,June,Ferry
8397,Brandi Bryant,Male,39,Island,Warm,High,Leisure,3,0,1,July,Train
8398,Thomas Lynch,Male,33,Countryside,Warm,Medium,Leisure,4,0,1,July,Train
8399,William Griffith,Male,64,Countryside,Warm,High,Leisure,2,0,2,July,Ferry
8400,Cory Hubbard,Female,50,Island,Hot,Medium,Leisure,3,1,8,July,Train
8401,Lori Mills,Female,31,Village,Hot,High,Leisure,1,0,9,July,Ferry
8402,Jim Turner,Male,52,Spa Retreat,Cold,High,Business,1,0,7,July,Ferry
8403,Denise Rice,Male,52,Island,Warm,Low,Business,5,0,14,June,Bus
8404,Eric Chambers,Male,25,Ski Resort,Cold,Low,Business,2,1,9,June,Airplane
8405,Jon Mitchell,Male,32,City,Warm,Low,Leisure,4,0,11,June,Car
8406,Dr. Robert Lewis,Female,18,Village,Warm,Medium,Leisure,3,1,5,July,Ferry
8407,Shannon Le,Male,19,Lake,Warm,Low,Leisure,1,0,5,August,Airplane
8408,Peter Parrish,Male,49,Ski Resort,Warm,High,Business,3,1,7,July,Ferry
8409,Lisa Koch,Female,32,City,Cold,Low,Business,5,1,12,August,Bus
8410,Jay Hammond,Male,58,Ski Resort,Warm,High,Leisure,2,0,13,August,Ferry
8411,Nicole Moore,Female,57,City,Warm,High,Leisure,5,0,1,August,Bus
8412,Lisa Reed,Male,30,Photography Expedition,Cold,Medium,Leisure,2,1,8,July,Train
8413,Kimberly Bartlett,Male,35,Mountain,Hot,Low,Leisure,4,1,4,July,Train
8414,Crystal David,Male,35,Photography Expedition,Cold,Low,Business,5,0,6,July,Train
8415,Kimberly Wilson,Male,35,Village,Hot,Medium,Business,1,0,8,July,Bus
8416,Matthew Becker,Male,60,Winery,Hot,Low,Business,1,1,4,July,Train
8417,James Johnson,Female,34,Ski Resort,Hot,Medium,Leisure,3,1,2,July,Ferry
8418,Robert Rios,Male,61,Ski Resort,Warm,Low,Leisure,4,1,14,July,Bus
8419,Kelli Wiley,Male,35,Island,Cold,Low,Leisure,3,1,9,July,Train
8420,Joanna Banks,Male,30,Countryside,Hot,Medium,Leisure,5,0,8,June,Ferry
8421,Louis Smith,Female,56,Village,Cold,Low,Leisure,1,0,2,August,Ferry
8422,Linda Fernandez,Male,26,Lake,Hot,Medium,Business,1,0,6,August,Airplane
8423,Madeline Morgan,Male,58,Lake,Cold,High,Business,1,1,6,June,Train
8424,Nicole Le,Male,63,Photography Expedition,Warm,Medium,Business,4,0,9,August,Ferry
8425,Linda Lynn,Male,18,Lake,Cold,Medium,Leisure,5,1,11,August,Airplane
8426,Steven Adams,Female,34,Mountain,Hot,Medium,Leisure,5,0,9,June,Train
8427,Vincent Eaton,Male,27,City,Warm,Low,Business,2,0,7,July,Car
8428,Timothy Walsh,Male,32,Photography Expedition,Hot,Low,Business,4,0,3,August,Bus
8429,Olivia Cox,Male,19,Village,Warm,Low,Leisure,1,0,12,July,Car
8430,Jacob Hill,Male,31,Winery,Warm,Medium,Leisure,4,0,3,June,Bus
8431,Toni Johnson,Female,31,City,Warm,Medium,Leisure,4,0,12,August,Ferry
8432,Kayla Brown,Male,49,Countryside,Cold,Medium,Business,4,1,5,June,Car
8433,Mr. Christopher White,Female,26,Village,Cold,Low,Business,3,0,2,August,Train
8434,James Roman,Male,23,Spa Retreat,Cold,High,Leisure,4,1,13,July,Car
8435,Amanda Roy,Male,64,City,Warm,Low,Leisure,2,0,11,August,Airplane
8436,James Clarke,Male,44,Village,Hot,High,Business,1,1,10,August,Ferry
8437,Gregory Whitaker,Male,30,Photography Expedition,Hot,High,Business,2,0,7,June,Bus
8438,Christina Thompson,Male,34,Island,Warm,Low,Business,5,0,14,July,Car
8439,Gregory Silva,Female,30,Countryside,Cold,Medium,Leisure,4,1,9,June,Ferry
8440,John Stewart,Male,34,Island,Hot,Medium,Business,5,1,8,August,Car
8441,Eric Bennett,Female,57,Ski Resort,Warm,Medium,Leisure,4,0,2,August,Ferry
8442,Robert Cox,Female,41,City,Hot,High,Business,2,0,9,August,Bus
8443,Emily Jimenez,Male,32,Village,Hot,Low,Leisure,2,0,12,July,Airplane
8444,Matthew Hall,Female,57,Photography Expedition,Cold,High,Business,1,0,13,July,Car
8445,Susan Boyd,Female,37,Mountain,Hot,Medium,Business,1,0,11,June,Ferry
8446,James Quinn,Female,32,Island,Warm,Low,Leisure,1,0,10,July,Airplane
8447,Jennifer Martinez,Female,44,Lake,Cold,Low,Business,3,0,12,June,Bus
8448,Nancy Cantrell,Female,33,Countryside,Warm,Low,Leisure,3,1,1,June,Car
8449,Erin Campbell,Male,38,Village,Hot,Low,Leisure,3,0,9,July,Bus
8450,Traci Flores,Male,44,Village,Hot,Low,Leisure,2,0,11,July,Ferry
8451,Vanessa Williams,Female,31,Village,Warm,High,Leisure,5,1,14,June,Car
8452,Christian Herrera,Female,57,Mountain,Warm,Medium,Business,3,1,9,July,Train
8453,Geoffrey Fletcher,Male,58,Winery,Warm,High,Leisure,3,0,12,June,Ferry
8454,Kevin Perez,Female,56,City,Warm,Low,Business,2,0,14,July,Car
8455,Shannon Knight,Male,62,Ski Resort,Warm,Medium,Leisure,5,1,13,June,Car
8456,Ronald Thomas,Female,40,Mountain,Warm,Medium,Business,4,1,8,June,Ferry
8457,Linda Warner,Female,31,City,Hot,High,Business,4,0,4,August,Bus
8458,Charles Cook,Male,35,Winery,Warm,Medium,Leisure,5,1,6,July,Bus
8459,Daryl Jordan,Male,24,City,Cold,High,Business,2,1,10,August,Airplane
8460,April Gilbert,Male,56,Countryside,Hot,Low,Business,1,0,4,July,Train
8461,Michael Winters,Female,26,Photography Expedition,Warm,High,Business,5,1,10,June,Ferry
8462,Kimberly Gibson,Male,62,Spa Retreat,Warm,High,Leisure,2,1,1,August,Bus
8463,Robert Price,Male,45,Countryside,Cold,High,Leisure,2,1,7,July,Airplane
8464,Pam Gray,Female,29,Mountain,Cold,Medium,Leisure,5,0,7,June,Bus
8465,Amanda Ford,Female,59,Mountain,Hot,High,Business,4,0,5,June,Train
8466,Jeremiah Jackson,Female,60,Mountain,Warm,Low,Leisure,3,0,11,July,Train
8467,Kenneth Martinez,Female,40,Island,Warm,Low,Business,5,1,10,July,Airplane
8468,Jessica Beck,Male,24,Spa Retreat,Warm,Medium,Business,1,0,11,July,Car
8469,Tommy Howell,Male,30,Ski Resort,Cold,Medium,Business,3,1,5,July,Airplane
8470,Jacqueline Rivera,Female,51,City,Warm,High,Business,4,0,11,July,Ferry
8471,Jeremy Murphy,Male,47,Ski Resort,Hot,High,Business,5,1,14,August,Train
8472,Andrew Pineda,Female,58,City,Hot,Medium,Business,5,1,5,August,Train
8473,Brian Mcdonald,Male,55,Photography Expedition,Cold,High,Business,4,1,9,July,Car
8474,Shannon Ware,Male,40,Mountain,Warm,Low,Business,3,1,13,June,Airplane
8475,Michael Goodwin,Male,42,Lake,Warm,High,Leisure,5,1,11,August,Ferry
8476,Lisa Schneider,Male,58,Ski Resort,Hot,Low,Business,5,1,11,August,Airplane
8477,Selena Singleton,Female,54,Winery,Cold,Low,Leisure,4,1,14,July,Car
8478,Michelle Huerta,Male,28,Island,Cold,High,Leisure,1,1,10,June,Car
8479,Kelly Price,Female,51,Spa Retreat,Cold,High,Leisure,4,0,12,August,Train
8480,Margaret Bartlett,Male,61,Lake,Cold,Low,Leisure,5,1,9,August,Train
8481,Melinda Turner,Male,57,City,Warm,Medium,Business,4,0,7,July,Car
8482,Christopher Mcintyre,Male,19,Photography Expedition,Warm,Low,Leisure,5,1,3,August,Bus
8483,Willie Torres,Female,31,Ski Resort,Cold,Low,Business,4,0,1,June,Ferry
8484,Richard Contreras,Male,28,Spa Retreat,Cold,High,Leisure,3,0,2,June,Car
8485,Jim Ewing,Female,60,Winery,Cold,High,Business,5,0,8,June,Ferry
8486,Melissa Wilson,Male,56,Mountain,Cold,High,Leisure,1,0,13,June,Train
8487,Angela Carter,Female,19,Photography Expedition,Warm,High,Leisure,5,0,14,July,Train
8488,Joshua Rivera,Female,30,Lake,Warm,Low,Business,2,0,14,August,Car
8489,Jesse Mcgee,Female,56,Ski Resort,Warm,Medium,Leisure,1,0,6,August,Bus
8490,Brian Smith,Male,40,Mountain,Warm,High,Business,1,0,9,August,Airplane
8491,Michael Hamilton,Male,57,Lake,Warm,High,Leisure,2,1,10,June,Bus
8492,Sarah Hodges,Female,58,Lake,Hot,Medium,Leisure,2,0,10,June,Ferry
8493,Duane Rivera,Female,33,Lake,Warm,Low,Business,4,1,6,June,Bus
8494,Justin Phelps,Male,40,Mountain,Cold,Medium,Business,3,1,3,June,Train
8495,Wayne Gomez,Female,52,Spa Retreat,Cold,High,Leisure,5,1,5,July,Airplane
8496,Mr. Jonathan Romero,Male,40,Winery,Warm,High,Business,5,1,9,June,Train
8497,Peter Carter,Male,18,Mountain,Cold,Medium,Business,1,0,8,August,Airplane
8498,Bryan Cohen,Female,42,Island,Cold,Low,Leisure,1,0,14,July,Car
8499,Joshua Butler,Female,25,Spa Retreat,Cold,High,Leisure,4,1,1,August,Bus
8500,Brett Jordan,Female,48,Island,Warm,High,Leisure,2,1,13,June,Ferry
8501,Margaret Hubbard,Female,55,Village,Hot,High,Leisure,1,0,8,August,Car
8502,Megan Mason,Male,38,Ski Resort,Warm,Low,Business,4,0,13,August,Train
8503,Krista Brown,Male,42,Village,Cold,Low,Leisure,3,1,9,June,Car
8504,Julie Nichols,Male,49,City,Cold,High,Business,5,0,3,June,Train
8505,Mr. Kenneth Kirby Jr.,Female,42,Lake,Cold,Low,Business,5,1,14,August,Train
8506,Samuel Martin,Female,21,Winery,Cold,Low,Leisure,1,0,13,August,Bus
8507,Robyn Gross,Male,44,Ski Resort,Hot,Low,Business,4,1,1,July,Ferry
8508,Emma Phelps,Female,46,Photography Expedition,Warm,Medium,Leisure,1,1,3,August,Bus
8509,Jasmine Lee,Male,64,Village,Hot,High,Leisure,5,0,10,August,Car
8510,Morgan Mayer,Female,44,Island,Cold,High,Leisure,2,0,4,August,Car
8511,Kenneth Arnold,Female,35,Lake,Cold,High,Business,5,1,10,July,Bus
8512,Jennifer Barron,Female,63,Spa Retreat,Cold,Medium,Business,3,0,10,July,Car
8513,William Eaton,Male,52,Lake,Cold,Low,Business,3,0,13,June,Airplane
8514,Katherine Taylor,Female,48,Spa Retreat,Warm,High,Business,3,0,1,June,Bus
8515,William Gomez,Male,62,Countryside,Warm,Medium,Leisure,5,1,9,June,Bus
8516,Sara Long,Male,52,Ski Resort,Cold,High,Leisure,4,1,11,June,Bus
8517,Elizabeth Clay,Female,25,Photography Expedition,Warm,Medium,Leisure,3,1,14,July,Bus
8518,Christopher Terrell,Female,40,Lake,Warm,Medium,Leisure,5,1,4,July,Car
8519,Timothy Dorsey,Male,34,Countryside,Hot,High,Leisure,1,1,10,August,Airplane
8520,Daniel Walton,Male,57,Photography Expedition,Warm,Medium,Business,3,0,8,August,Car
8521,Donald Rivera,Male,43,City,Warm,Low,Business,4,1,6,August,Train
8522,Leslie Mcdaniel,Female,40,Lake,Hot,High,Leisure,3,0,11,July,Ferry
8523,Adrian Lloyd,Male,20,Village,Warm,Low,Leisure,4,1,5,June,Bus
8524,Timothy Williams,Female,55,Mountain,Hot,Low,Business,1,1,11,June,Airplane
8525,Julia Myers,Male,22,Ski Resort,Warm,Low,Business,5,1,1,August,Car
8526,Jessica Parker,Male,34,Countryside,Cold,High,Leisure,2,0,11,July,Airplane
8527,Alexandra Davis,Male,44,City,Cold,Medium,Business,3,0,7,June,Train
8528,Andrea Rowe,Female,27,Village,Warm,Low,Leisure,2,1,10,July,Train
8529,Michael Chavez,Female,55,Winery,Warm,High,Business,4,0,6,July,Airplane
8530,Hailey Parker,Male,26,City,Warm,Medium,Business,2,1,11,July,Car
8531,Rachel Harris,Male,63,City,Cold,Medium,Leisure,5,0,10,June,Bus
8532,Candace Snow,Female,55,Lake,Hot,Medium,Leisure,4,0,11,June,Bus
8533,Dawn Sanchez,Female,22,Photography Expedition,Warm,Medium,Leisure,4,1,11,July,Car
8534,Monica Bruce,Male,30,Lake,Cold,Low,Business,5,1,14,July,Car
8535,Jennifer Lloyd,Female,32,City,Cold,Low,Business,3,1,3,June,Bus
8536,Bradley Moyer,Female,50,City,Cold,High,Business,2,1,1,August,Bus
8537,David Brooks,Female,37,City,Warm,Medium,Leisure,3,0,6,July,Bus
8538,Kayla Wallace,Male,38,Village,Warm,Medium,Leisure,4,1,1,June,Train
8539,Janice Austin,Female,46,Winery,Hot,Low,Business,2,1,7,August,Car
8540,Cody Garcia,Female,54,Lake,Cold,High,Business,2,1,4,June,Train
8541,Russell Williams,Female,28,Village,Cold,High,Leisure,4,0,12,June,Car
8542,Lauren Wilson,Male,32,Lake,Hot,Medium,Leisure,5,1,7,July,Ferry
8543,Brian Bridges,Female,35,Island,Cold,Low,Business,2,1,14,June,Ferry
8544,Jose Williams,Female,42,Winery,Hot,Medium,Business,5,0,11,August,Car
8545,Scott Guzman,Male,40,Photography Expedition,Warm,Low,Leisure,1,1,1,June,Airplane
8546,Jennifer Hughes,Male,55,Village,Warm,Medium,Leisure,4,1,1,August,Airplane
8547,Michael Hill,Female,41,Winery,Hot,Medium,Business,4,0,7,July,Ferry
8548,Raymond Mcintosh,Female,31,Photography Expedition,Cold,Medium,Business,1,1,6,August,Bus
8549,Taylor Lam,Male,31,Mountain,Cold,Low,Leisure,3,1,1,July,Ferry
8550,Paul Davenport,Male,35,Lake,Hot,Low,Business,2,0,2,June,Airplane
8551,Juan Martin,Female,47,Ski Resort,Hot,Low,Business,1,0,4,August,Train
8552,Angela Cardenas,Male,44,City,Warm,Low,Leisure,4,1,11,June,Ferry
8553,Dustin Henderson,Female,51,Lake,Hot,Low,Business,4,0,2,August,Airplane
8554,Sandra Harris,Female,28,Ski Resort,Cold,High,Business,3,0,1,August,Bus
8555,Kyle Bennett,Male,44,Spa Retreat,Cold,Medium,Business,2,0,1,July,Car
8556,Steven Brown,Female,39,Village,Cold,Medium,Business,2,1,8,July,Bus
8557,Mark Fletcher,Male,28,Countryside,Cold,Medium,Leisure,4,0,3,June,Train
8558,Ryan Randolph,Female,20,Ski Resort,Cold,High,Business,5,0,5,July,Car
8559,Donald Pham,Male,64,Lake,Hot,Low,Business,2,0,1,July,Ferry
8560,Maxwell Carr,Male,44,Countryside,Hot,Medium,Leisure,1,1,10,July,Bus
8561,Susan Johnson,Female,56,Island,Cold,Low,Leisure,1,1,3,June,Airplane
8562,Kim Fuller,Female,50,Ski Resort,Cold,Medium,Business,1,1,14,June,Bus
8563,Michele Stone,Female,43,Photography Expedition,Hot,Low,Leisure,1,1,14,June,Train
8564,Robin Davis,Male,56,Countryside,Cold,High,Leisure,2,0,3,August,Bus
8565,Mr. Manuel Miller MD,Female,41,Countryside,Hot,Low,Business,3,1,4,June,Train
8566,Andrea Rowe,Female,46,Village,Cold,Medium,Leisure,3,0,12,June,Airplane
8567,Christopher Howell,Male,37,Spa Retreat,Hot,Medium,Business,4,0,1,June,Ferry
8568,Rachel Richardson,Female,54,Mountain,Cold,Low,Business,4,1,5,August,Bus
8569,Rodney Weaver,Male,24,Photography Expedition,Hot,Medium,Leisure,5,1,10,June,Train
8570,Jordan Mendoza,Female,21,Lake,Cold,Low,Business,5,0,3,June,Ferry
8571,Jordan Cole,Male,34,Winery,Hot,Low,Leisure,2,0,8,August,Ferry
8572,Alison Johnson,Female,36,Island,Cold,Medium,Business,4,0,9,August,Bus
8573,Jack Gilbert,Female,41,Countryside,Cold,Medium,Leisure,5,1,14,June,Ferry
8574,Colleen Long,Male,61,Island,Warm,Low,Business,3,1,7,August,Bus
8575,Joanne Oconnell MD,Female,19,Mountain,Cold,Low,Business,5,0,6,August,Ferry
8576,Ryan Phillips,Female,29,Winery,Warm,Medium,Leisure,1,0,2,August,Airplane
8577,Anita Garcia,Male,23,City,Warm,Low,Leisure,3,1,1,June,Train
8578,Alexandria Nguyen,Female,42,Countryside,Warm,Medium,Business,2,0,13,June,Train
8579,Steven Dixon,Male,46,City,Hot,Medium,Business,3,1,13,August,Airplane
8580,Julia Johnson,Female,53,Spa Retreat,Warm,Medium,Leisure,4,1,10,June,Airplane
8581,John Dickerson,Female,54,Countryside,Cold,Low,Leisure,2,0,14,June,Ferry
8582,Kathryn Williams,Female,45,Lake,Warm,Low,Business,5,1,6,August,Train
8583,Dale Archer,Male,47,Island,Warm,Medium,Leisure,2,0,13,June,Bus
8584,Pamela Oconnor,Female,42,Ski Resort,Hot,Medium,Business,4,1,6,August,Ferry
8585,Albert Ochoa,Male,45,Spa Retreat,Warm,High,Leisure,1,1,6,June,Train
8586,Victoria Murphy,Male,34,Village,Hot,Low,Leisure,1,0,12,June,Car
8587,Matthew Wilson Jr.,Male,60,Ski Resort,Hot,Medium,Leisure,1,0,4,August,Airplane
8588,Robert Moon,Male,38,Countryside,Cold,Medium,Leisure,2,0,13,August,Train
8589,Clayton Owens,Female,44,Lake,Hot,Medium,Leisure,1,1,13,June,Bus
8590,Kenneth Hunt,Male,39,Lake,Cold,Medium,Business,3,0,6,August,Car
8591,Amanda Rodriguez,Male,38,Mountain,Hot,Low,Leisure,2,0,2,August,Bus
8592,Timothy Jenkins,Female,19,Lake,Cold,High,Business,1,1,1,June,Train
8593,Andre Brady,Male,24,Countryside,Hot,Low,Business,1,1,11,June,Car
8594,Steven Cox,Female,50,Island,Cold,Low,Business,4,0,12,August,Airplane
8595,Michael Norton,Female,43,City,Hot,Medium,Leisure,3,0,12,June,Airplane
8596,Shannon Carter,Male,31,Spa Retreat,Cold,Low,Leisure,1,1,10,July,Bus
8597,Jessica Robinson,Male,37,Photography Expedition,Warm,Low,Leisure,4,1,14,June,Airplane
8598,Christopher Jackson,Female,49,Island,Cold,Medium,Business,3,0,14,June,Airplane
8599,Linda Thompson,Female,34,Village,Hot,High,Leisure,4,1,12,July,Train
8600,Morgan Bond,Male,42,Countryside,Hot,High,Business,4,0,2,July,Ferry
8601,Kenneth Mccann,Male,51,Spa Retreat,Warm,Low,Business,5,0,1,August,Ferry
8602,Bernard Hogan,Female,24,Mountain,Hot,Low,Leisure,2,0,1,July,Bus
8603,Richard Sutton,Female,26,City,Hot,High,Business,5,1,14,July,Train
8604,Dylan Acosta,Male,43,City,Hot,Medium,Business,4,0,3,August,Bus
8605,Robert Cruz,Female,24,Countryside,Warm,Low,Leisure,4,0,14,June,Bus
8606,Anthony Dean,Male,27,City,Warm,Medium,Business,4,1,8,June,Car
8607,Justin Aguirre,Male,36,Ski Resort,Warm,Low,Business,4,0,12,June,Train
8608,Jessica Nichols,Female,45,Mountain,Warm,High,Business,5,1,9,August,Train
8609,Joshua Blair,Female,35,Mountain,Hot,Medium,Leisure,4,1,10,July,Ferry
8610,Michael Mcgee,Female,54,Lake,Hot,High,Leisure,3,0,14,August,Bus
8611,Brenda Walker,Male,33,Village,Cold,Medium,Leisure,3,1,11,August,Bus
8612,Lisa Bauer,Male,24,Mountain,Hot,Medium,Leisure,1,0,8,June,Bus
8613,Daniel Schultz,Male,62,City,Warm,Medium,Leisure,2,1,2,July,Airplane
8614,Amy Mills,Female,29,Lake,Cold,Medium,Business,3,1,12,July,Train
8615,Michael Stone,Male,53,Island,Warm,Medium,Business,5,0,10,July,Ferry
8616,Adam Alvarado,Male,33,Lake,Hot,Medium,Leisure,5,0,13,August,Airplane
8617,Deborah Montoya,Male,31,Winery,Cold,Low,Leisure,1,0,2,June,Train
8618,Emily Rhodes,Male,39,Village,Cold,High,Leisure,3,1,12,August,Ferry
8619,Hayley Adams,Male,51,Village,Hot,Low,Leisure,3,1,6,June,Car
8620,Michael Gomez,Male,34,Countryside,Cold,Low,Leisure,1,1,10,August,Airplane
8621,Sabrina Stevens,Female,44,Mountain,Cold,High,Business,5,0,4,August,Airplane
8622,Kimberly Nguyen,Male,45,Photography Expedition,Warm,Low,Business,4,0,11,August,Bus
8623,Barbara Calderon,Male,42,Photography Expedition,Warm,Low,Business,1,0,7,August,Train
8624,Monique Munoz,Male,57,Village,Warm,Low,Leisure,5,0,7,June,Airplane
8625,Timothy Patel,Female,61,City,Warm,High,Business,3,0,10,August,Airplane
8626,Nancy Sanchez,Female,44,Winery,Cold,High,Leisure,2,1,7,June,Airplane
8627,Hannah Boyer,Female,49,Island,Cold,Medium,Business,2,0,11,August,Airplane
8628,Julie Hensley,Female,23,Photography Expedition,Cold,High,Leisure,5,0,4,August,Car
8629,Kristen Smith,Male,39,Lake,Hot,Low,Business,2,0,5,July,Airplane
8630,Sheila Carson,Female,57,Ski Resort,Hot,Medium,Business,5,1,5,June,Ferry
8631,Chad Norman,Male,57,Lake,Hot,High,Leisure,2,1,9,August,Car
8632,Joy Ellison,Female,47,Photography Expedition,Warm,Medium,Business,4,0,4,June,Train
8633,Nicholas Johnson,Female,52,Village,Cold,High,Leisure,3,1,14,August,Bus
8634,Mary Ellison,Female,48,Spa Retreat,Hot,Low,Business,4,0,4,June,Bus
8635,Marissa Williams,Female,25,Ski Resort,Warm,Low,Leisure,3,1,12,June,Bus
8636,Matthew Jones,Female,19,Lake,Cold,Medium,Business,3,1,11,June,Car
8637,Crystal Jordan,Male,58,Countryside,Warm,Medium,Leisure,2,0,14,August,Car
8638,James Cooper,Female,39,Ski Resort,Cold,Medium,Leisure,2,1,4,July,Bus
8639,Frederick Silva,Male,47,Village,Hot,High,Business,2,1,10,July,Bus
8640,Lori Lewis,Female,45,Mountain,Cold,Low,Business,1,0,12,June,Ferry
8641,Billy Henderson,Male,63,Village,Cold,Medium,Leisure,2,1,11,June,Train
8642,Mary Cain,Male,49,Island,Hot,Low,Leisure,4,1,4,July,Bus
8643,Michael Wolf,Female,24,Winery,Cold,High,Leisure,1,1,4,June,Train
8644,Holly Tran,Male,55,Countryside,Warm,Medium,Leisure,1,0,2,August,Airplane
8645,Gary Ramos,Male,50,Ski Resort,Cold,Medium,Business,1,0,13,July,Car
8646,Shannon Ware,Female,36,Winery,Cold,High,Leisure,3,1,8,June,Car
8647,Gerald Alexander,Female,63,Village,Warm,Medium,Leisure,3,0,4,August,Airplane
8648,Jeffrey Stephens,Female,44,Ski Resort,Warm,Low,Leisure,3,0,4,July,Airplane
8649,John Hall,Female,27,Ski Resort,Warm,High,Business,4,0,6,August,Bus
8650,Jennifer Fischer,Male,40,Island,Warm,Low,Business,4,1,7,June,Ferry
8651,Lisa James,Female,51,Lake,Hot,High,Business,3,0,12,June,Bus
8652,Nicole Smith,Female,42,City,Cold,Medium,Leisure,3,0,12,June,Airplane
8653,Jacob Richardson,Male,61,Ski Resort,Hot,High,Business,1,1,9,June,Car
8654,Gerald Schultz,Female,45,Island,Warm,Low,Business,4,0,9,August,Car
8655,Kyle Gordon,Female,52,Photography Expedition,Hot,High,Business,5,0,10,August,Train
8656,Joann King,Female,26,City,Hot,High,Business,1,1,14,June,Airplane
8657,Victoria Griffith,Male,20,Photography Expedition,Hot,Low,Leisure,5,0,14,June,Airplane
8658,Patrick Morales,Male,26,Island,Hot,High,Leisure,1,0,12,July,Train
8659,Michelle Taylor,Male,52,Island,Cold,Medium,Business,5,1,4,July,Car
8660,Christina Pittman,Male,39,Photography Expedition,Warm,Low,Business,5,0,2,July,Ferry
8661,Kelly Tucker,Male,50,Winery,Cold,Medium,Business,1,1,11,July,Bus
8662,Donald Bishop,Male,44,Village,Hot,Low,Leisure,4,0,7,August,Train
8663,Holly Juarez,Female,40,Winery,Hot,Low,Leisure,2,0,10,July,Bus
8664,Jerry Lopez,Male,28,Winery,Cold,Medium,Business,1,1,5,August,Train
8665,Brittany Elliott,Male,18,Winery,Hot,Medium,Business,3,1,5,July,Car
8666,John Williams,Female,54,Village,Hot,Medium,Business,2,0,4,July,Train
8667,Jose Rollins,Female,38,Photography Expedition,Cold,Medium,Leisure,3,0,3,August,Airplane
8668,Sheila Ponce,Male,19,Lake,Cold,Low,Business,2,1,6,August,Bus
8669,Ashley Watson,Male,34,Ski Resort,Warm,Low,Business,3,0,9,June,Train
8670,Miguel Spears,Male,48,Ski Resort,Cold,Low,Business,2,1,4,July,Car
