,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
7144,Edward Pacheco,Female,32,Winery,Cold,Low,Business,2,1,13,July,Train,Intellectual Pursuits,FR
7145,Ronald Adams,Male,30,Village,Cold,Medium,Leisure,3,0,6,July,Airplane,Intellectual Pursuits,EN
7146,Linda Miller,Female,22,Ski Resort,Warm,Low,Business,4,1,7,July,Ferry,Culinary,ZH
7147,Dr. Jason Hicks Jr.,Male,51,Countryside,Warm,Low,Business,5,1,13,June,Airplane,Culinary,FR
7148,Jennifer Thompson,Male,56,Winery,Cold,Medium,Leisure,5,0,4,June,Bus,Outdoor Exploration,ZH
7149,Alexandra Hood,Female,36,Ski Resort,Cold,Low,Business,3,0,8,July,Ferry,Physical Sports,FR
7150,Maurice Aguilar,Male,57,City,Warm,Low,Business,1,1,7,August,Train,Physical Sports,ZH
7151,Jade Smith,Male,35,Winery,Warm,Low,Leisure,3,0,13,July,Bus,Culinary,FR
7152,Danielle Peterson,Female,26,Lake,Warm,Medium,Leisure,3,1,2,July,Train,Intellectual Pursuits,EN
7153,Barbara Nash,Female,25,Winery,Cold,Low,Business,4,1,11,June,Airplane,Culinary,EN
7154,Kristen Graham,Male,30,Photography Expedition,Hot,High,Leisure,3,1,8,July,Airplane,Culinary,EN
7155,Brian Archer,Female,48,Lake,Hot,Low,Business,5,1,2,July,Train,Creative Arts,EN
7156,Tim Hunt,Male,63,Photography Expedition,Warm,Low,Leisure,4,1,12,July,Ferry,Intellectual Pursuits,ZH
7157,Charles Ramirez,Female,35,Countryside,Cold,Low,Leisure,3,0,12,August,Bus,Intellectual Pursuits,ZH
7158,Chad Frazier,Female,46,Island,Warm,Medium,Business,1,1,2,June,Car,Creative Arts,FR
7159,Michael Snyder,Female,56,Photography Expedition,Hot,Medium,Business,4,0,2,June,Ferry,Intellectual Pursuits,FR
7160,Madeline Mcbride,Male,61,Mountain,Cold,High,Business,3,1,10,August,Airplane,Culinary,FR
7161,Thomas Horton,Female,21,Photography Expedition,Warm,Low,Business,2,1,14,August,Airplane,Intellectual Pursuits,ZH
7162,Mckenzie Greene,Male,37,Spa Retreat,Cold,High,Business,3,0,5,July,Bus,Intellectual Pursuits,EN
7163,Peter Drake,Female,21,Village,Cold,High,Leisure,3,0,4,July,Ferry,Outdoor Exploration,EN
7164,Matthew Jones,Male,23,Spa Retreat,Warm,Low,Business,3,1,2,June,Airplane,Intellectual Pursuits,ZH
7165,Megan Harris,Male,31,City,Cold,Low,Leisure,3,1,12,June,Train,Physical Sports,ZH
7166,Mrs. Stephanie Wagner,Male,44,Village,Cold,Medium,Business,3,1,10,July,Car,Physical Sports,ZH
7167,Daniel Morales,Male,28,Mountain,Warm,Medium,Business,2,1,12,June,Bus,Physical Sports,ZH
7168,Nichole Walsh,Female,45,Village,Hot,Low,Business,1,1,14,June,Bus,Intellectual Pursuits,FR
7169,Caitlyn Conway,Female,34,Countryside,Hot,High,Business,3,0,2,June,Train,Intellectual Pursuits,ZH
7170,Dr. Rick Evans,Male,40,Mountain,Warm,Medium,Business,3,1,5,July,Ferry,Creative Arts,EN
7171,Kenneth Cox,Female,61,City,Warm,High,Business,4,1,1,June,Train,Physical Sports,FR
7172,Jeffrey Reed,Male,61,Village,Hot,Medium,Leisure,2,1,2,July,Train,Outdoor Exploration,ZH
7173,Erica Frank,Male,29,City,Cold,High,Business,1,0,12,August,Ferry,Intellectual Pursuits,EN
7174,Karen Moore,Female,45,Village,Cold,Medium,Business,4,1,3,August,Car,Intellectual Pursuits,ZH
7175,Sarah Daniels,Female,26,Spa Retreat,Hot,High,Business,5,1,5,June,Ferry,Physical Sports,ZH
7176,Denise Smith,Female,57,Ski Resort,Warm,Medium,Leisure,3,1,6,June,Ferry,Intellectual Pursuits,FR
7177,Jose Phillips,Male,49,Island,Cold,Low,Leisure,3,0,10,August,Airplane,Physical Sports,EN
7178,Rhonda Rios,Male,23,Lake,Hot,Medium,Leisure,1,0,7,June,Bus,Creative Arts,EN
7179,Denise Hatfield,Female,38,Ski Resort,Cold,Low,Leisure,4,1,7,July,Train,Creative Arts,EN
7180,Amanda Fisher,Male,38,Ski Resort,Cold,Low,Leisure,5,0,9,June,Bus,Culinary,ZH
7181,Kiara Rodriguez,Female,24,Spa Retreat,Hot,Low,Business,4,1,12,August,Car,Outdoor Exploration,ZH
7182,Chad Becker,Female,58,Winery,Hot,Low,Business,1,1,3,June,Airplane,Creative Arts,ZH
7183,Robert Tapia,Female,57,Photography Expedition,Hot,High,Business,2,0,8,June,Car,Culinary,FR
7184,Jacob Campbell,Female,57,Village,Hot,Medium,Business,2,1,12,August,Bus,Physical Sports,EN
7185,Robert Johnson,Female,39,Island,Hot,Low,Leisure,4,1,9,June,Train,Outdoor Exploration,ZH
7186,Luis Brewer,Female,33,Spa Retreat,Hot,Low,Leisure,2,0,11,June,Ferry,Intellectual Pursuits,EN
7187,Alexander Kim,Male,53,Ski Resort,Warm,Low,Leisure,1,0,8,July,Ferry,Outdoor Exploration,EN
7188,David Ortiz,Female,63,Photography Expedition,Warm,Low,Business,3,0,14,June,Car,Creative Arts,FR
7189,Michael Trevino,Male,37,Winery,Cold,Medium,Business,4,0,8,July,Car,Physical Sports,ZH
7190,Michael Adams,Female,27,Photography Expedition,Warm,Low,Leisure,4,1,13,July,Car,Intellectual Pursuits,EN
7191,Stephen Kramer,Male,22,Spa Retreat,Hot,Medium,Leisure,2,0,7,June,Car,Creative Arts,EN
7192,Nicholas Gonzales,Female,28,Spa Retreat,Cold,High,Leisure,1,0,13,August,Ferry,Culinary,EN
7193,Joseph Jackson,Female,48,Winery,Warm,High,Leisure,4,0,4,June,Airplane,Intellectual Pursuits,FR
7194,David Lee,Female,24,Village,Warm,High,Business,4,0,11,August,Train,Intellectual Pursuits,EN
7195,Leah Montgomery,Male,45,Spa Retreat,Warm,Low,Leisure,3,1,3,August,Bus,Creative Arts,FR
7196,Sherry Brown,Male,40,Photography Expedition,Cold,Low,Business,4,0,2,July,Car,Intellectual Pursuits,FR
7197,Miranda Christensen,Female,38,Spa Retreat,Cold,High,Leisure,4,1,2,August,Train,Intellectual Pursuits,EN
7198,Megan Leon,Male,32,Lake,Warm,Medium,Leisure,1,0,8,June,Ferry,Physical Sports,EN
7199,Lisa Medina,Male,54,Countryside,Cold,High,Business,3,0,5,August,Car,Physical Sports,FR
7200,Steve Shah,Female,52,Village,Warm,High,Leisure,2,0,14,July,Bus,Culinary,EN
7201,Jonathan Brady,Female,52,Spa Retreat,Cold,Medium,Leisure,1,0,4,August,Car,Outdoor Exploration,ZH
7202,Juan Banks MD,Female,25,Mountain,Warm,Medium,Business,3,0,9,July,Airplane,Outdoor Exploration,FR
7203,William Stewart,Female,36,Island,Warm,High,Leisure,4,1,9,June,Airplane,Culinary,FR
7204,Brian Edwards,Male,48,Countryside,Hot,High,Business,2,1,7,July,Ferry,Culinary,EN
7205,Lauren Perry,Female,27,City,Hot,Low,Leisure,1,0,9,July,Ferry,Culinary,ZH
7206,Anthony Shaw,Female,53,Ski Resort,Hot,Medium,Leisure,4,0,5,July,Car,Intellectual Pursuits,ZH
7207,Yolanda Guzman,Male,62,Mountain,Hot,Low,Business,1,0,8,August,Car,Physical Sports,ZH
7208,Victoria Williams,Male,34,Countryside,Cold,Medium,Business,1,0,6,August,Train,Creative Arts,FR
7209,Kimberly Weber,Female,53,Photography Expedition,Hot,High,Leisure,4,1,12,June,Bus,Physical Sports,ZH
7210,Mr. John Dougherty,Male,37,City,Warm,High,Leisure,5,1,10,August,Airplane,Creative Arts,EN
7211,Christopher Maldonado,Female,50,Spa Retreat,Cold,Low,Business,3,1,2,August,Airplane,Outdoor Exploration,FR
7212,Lisa Schneider,Female,22,Spa Retreat,Cold,Medium,Business,1,0,14,August,Train,Culinary,FR
7213,Anthony Manning,Male,33,City,Hot,High,Business,1,1,3,July,Bus,Physical Sports,ZH
7214,Anna Williams,Female,36,Ski Resort,Warm,High,Leisure,5,0,13,August,Airplane,Outdoor Exploration,FR
7215,Melanie Price,Male,42,Village,Warm,Low,Leisure,5,1,2,June,Car,Creative Arts,ZH
7216,Maria Hancock,Male,45,Photography Expedition,Cold,High,Business,1,1,10,June,Bus,Physical Sports,FR
7217,William Alvarez,Female,36,Island,Cold,Medium,Leisure,2,0,12,June,Car,Outdoor Exploration,EN
7218,Emily Harvey,Male,25,Island,Cold,Medium,Business,2,1,4,August,Airplane,Intellectual Pursuits,FR
7219,James Burton,Female,24,Lake,Warm,Medium,Leisure,2,1,11,July,Bus,Physical Sports,ZH
7220,Jason Hensley,Female,20,City,Cold,Low,Leisure,5,1,5,June,Ferry,Outdoor Exploration,FR
7221,Robin Doyle,Female,64,Village,Warm,Medium,Leisure,2,1,1,July,Car,Physical Sports,ZH
7222,Heather Mcdonald,Female,50,Photography Expedition,Warm,High,Leisure,5,1,6,July,Car,Intellectual Pursuits,EN
7223,Mary Cooke,Male,28,Spa Retreat,Cold,Medium,Business,4,0,1,August,Ferry,Outdoor Exploration,ZH
7224,Rachel Patton,Female,59,Winery,Hot,Low,Leisure,1,0,12,August,Train,Culinary,EN
7225,Morgan Smith,Female,26,Island,Warm,Medium,Business,4,1,6,July,Train,Physical Sports,ZH
7226,Samantha Mosley,Male,27,Village,Cold,Medium,Leisure,4,0,9,August,Train,Physical Sports,EN
7227,Olivia Garcia,Female,48,Photography Expedition,Hot,High,Leisure,2,1,7,June,Bus,Outdoor Exploration,FR
7228,Virginia Valentine,Female,45,Lake,Warm,Medium,Business,4,0,14,June,Ferry,Physical Sports,FR
7229,Anthony Ellison,Female,40,Ski Resort,Warm,Medium,Business,4,0,6,July,Train,Physical Sports,ZH
7230,Daniel Ford,Male,47,Ski Resort,Warm,Low,Leisure,5,1,4,June,Train,Outdoor Exploration,FR
7231,Dustin Jones,Male,23,Village,Hot,Medium,Business,1,0,5,June,Train,Intellectual Pursuits,ZH
7232,Peter Hebert,Male,50,Mountain,Warm,Medium,Business,5,1,6,June,Ferry,Intellectual Pursuits,ZH
7233,Heidi Bell,Male,22,City,Cold,High,Leisure,3,1,4,July,Train,Creative Arts,EN
7234,Ryan Myers,Male,21,City,Warm,High,Business,3,1,4,August,Ferry,Intellectual Pursuits,EN
7235,Janet Sanford,Male,47,Lake,Hot,High,Business,1,1,5,July,Ferry,Creative Arts,ZH
7236,Angela Martin,Female,39,Countryside,Cold,Medium,Leisure,3,1,13,June,Train,Culinary,EN
7237,Leslie Baker,Female,21,Lake,Cold,High,Leisure,1,1,10,July,Airplane,Intellectual Pursuits,FR
7238,Brittany Adams,Male,57,Winery,Cold,Low,Leisure,2,1,7,June,Car,Physical Sports,FR
7239,Gabriel Summers,Female,57,Village,Hot,Low,Leisure,4,0,12,August,Ferry,Culinary,FR
7240,Debbie Bates,Male,48,Countryside,Hot,Medium,Business,4,1,9,July,Bus,Culinary,FR
7241,Taylor Collins,Male,62,Ski Resort,Warm,High,Business,2,0,3,August,Bus,Physical Sports,FR
7242,Adam Wise,Male,18,City,Cold,Low,Leisure,2,0,9,July,Ferry,Culinary,EN
7243,Sara Ali,Female,60,Village,Cold,Low,Leisure,1,0,12,July,Ferry,Physical Sports,EN
7244,Catherine Hinton,Female,25,Countryside,Cold,Low,Business,1,0,6,August,Airplane,Creative Arts,FR
7245,Kimberly Swanson,Female,52,Lake,Cold,Medium,Leisure,4,0,3,July,Train,Outdoor Exploration,EN
7246,Oscar Torres,Male,64,City,Cold,Low,Leisure,2,0,8,July,Car,Creative Arts,EN
7247,Robert Watkins,Female,24,Photography Expedition,Hot,Medium,Leisure,3,0,12,July,Train,Outdoor Exploration,EN
7248,Jacqueline Scott,Female,26,Village,Cold,Low,Leisure,3,0,3,August,Airplane,Culinary,ZH
7249,Jennifer Jennings,Male,23,Mountain,Hot,High,Leisure,3,0,5,June,Train,Outdoor Exploration,EN
7250,Laura Rich,Female,50,Island,Cold,Low,Business,4,0,4,August,Ferry,Outdoor Exploration,ZH
7251,Gregory Hernandez,Female,63,Photography Expedition,Warm,High,Business,4,1,13,July,Car,Culinary,FR
7252,Morgan King MD,Male,49,Island,Hot,Low,Business,1,0,11,July,Bus,Outdoor Exploration,ZH
7253,Anthony Hester,Female,18,Ski Resort,Warm,Low,Business,5,0,10,July,Car,Culinary,ZH
7254,Heather Ware,Female,58,Island,Warm,Medium,Business,1,1,14,July,Ferry,Outdoor Exploration,EN
7255,Cheryl Allison,Female,50,Winery,Hot,Medium,Leisure,3,0,7,August,Train,Outdoor Exploration,ZH
7256,Calvin Mayer,Male,47,Ski Resort,Warm,Medium,Leisure,5,1,3,July,Car,Creative Arts,FR
7257,Michael Mercado,Female,18,Spa Retreat,Cold,Medium,Leisure,3,0,14,July,Bus,Outdoor Exploration,ZH
7258,Mary Willis,Female,58,Island,Cold,Medium,Business,2,1,12,August,Car,Creative Arts,EN
7259,Christopher Bass,Male,49,City,Warm,Low,Business,1,1,6,July,Train,Outdoor Exploration,FR
7260,Jennifer Newman,Female,39,Village,Warm,Low,Leisure,4,0,13,August,Train,Creative Arts,FR
7261,Adriana Price,Male,20,Mountain,Warm,Medium,Business,5,0,13,July,Train,Physical Sports,FR
7262,Bridget Contreras,Female,56,Island,Cold,Medium,Leisure,3,0,14,July,Airplane,Creative Arts,EN
7263,Michael Turner,Female,34,Winery,Warm,Medium,Business,4,1,2,August,Car,Culinary,ZH
7264,Lisa Smith,Male,37,Lake,Cold,Medium,Leisure,3,1,10,August,Car,Creative Arts,ZH
7265,Jennifer Hernandez,Female,61,Spa Retreat,Hot,Low,Leisure,3,0,6,July,Airplane,Outdoor Exploration,EN
7266,Shaun Hall,Male,64,Winery,Warm,High,Leisure,4,1,11,June,Car,Outdoor Exploration,EN
7267,Kyle Smith,Female,62,Winery,Hot,High,Business,2,1,8,July,Bus,Physical Sports,FR
7268,Mary Wright,Female,31,Winery,Warm,Medium,Business,5,1,14,June,Train,Intellectual Pursuits,EN
7269,Lindsay Anthony,Male,34,Ski Resort,Cold,Medium,Leisure,1,1,12,June,Car,Creative Arts,EN
7270,Cassandra Vincent,Male,18,Ski Resort,Hot,Low,Business,3,0,8,August,Train,Creative Arts,ZH
7271,John Delgado,Female,47,Countryside,Hot,High,Business,5,0,9,July,Bus,Creative Arts,ZH
7272,Daniel Brooks,Female,34,Island,Cold,High,Business,5,1,11,July,Airplane,Physical Sports,FR
7273,Robert Deleon,Male,62,Island,Warm,High,Leisure,2,1,5,July,Airplane,Culinary,FR
7274,Christian Wood,Female,23,Mountain,Hot,Low,Business,3,1,8,August,Airplane,Intellectual Pursuits,ZH
7275,Anthony Shaw,Female,19,Winery,Cold,Low,Leisure,3,0,8,July,Train,Culinary,EN
7276,Michael Wilson,Male,59,Ski Resort,Cold,Low,Business,4,0,2,July,Car,Intellectual Pursuits,ZH
7277,Joshua Morton,Male,22,Island,Warm,Low,Business,2,0,9,June,Car,Creative Arts,FR
7278,Matthew Fuentes,Male,58,Winery,Warm,High,Business,3,1,2,June,Car,Physical Sports,EN
7279,Daniel Wilson,Female,43,Countryside,Hot,Low,Leisure,5,0,2,August,Airplane,Intellectual Pursuits,ZH
7280,Emily Russo,Male,45,Spa Retreat,Hot,Medium,Leisure,3,0,8,July,Car,Outdoor Exploration,FR
7281,April Davis,Male,63,Island,Hot,Medium,Leisure,3,1,6,August,Car,Creative Arts,ZH
7282,Brandi Miller,Female,24,City,Warm,Medium,Business,4,1,12,August,Ferry,Intellectual Pursuits,ZH
7283,Sheryl Mccarty,Male,63,Photography Expedition,Hot,Low,Leisure,3,0,1,June,Ferry,Creative Arts,EN
7284,Lisa Green,Male,40,Island,Warm,Medium,Leisure,5,1,9,August,Airplane,Creative Arts,EN
7285,Jeffrey White,Male,44,Village,Warm,Medium,Leisure,2,1,14,June,Car,Culinary,ZH
7286,John Watts,Male,46,Photography Expedition,Warm,High,Leisure,4,0,7,August,Airplane,Culinary,FR
7287,Dr. David Doyle II,Male,43,Lake,Warm,Low,Leisure,1,1,8,July,Airplane,Creative Arts,ZH
7288,Ryan Ball,Male,63,Photography Expedition,Cold,High,Business,5,0,5,August,Car,Creative Arts,ZH
7289,Anthony Saunders,Female,27,Island,Cold,Medium,Business,3,1,10,July,Airplane,Intellectual Pursuits,ZH
7290,Jason Mcguire,Female,24,Village,Cold,High,Business,1,0,5,June,Train,Physical Sports,ZH
7291,Charles Hughes,Male,38,Winery,Warm,High,Leisure,3,0,14,June,Airplane,Physical Sports,ZH
7292,Diane Campos,Female,54,Island,Cold,High,Business,4,1,4,July,Bus,Creative Arts,FR
7293,Timothy Powers,Male,30,Village,Warm,Low,Leisure,1,0,8,June,Ferry,Physical Sports,FR
7294,Angela Mcbride,Male,57,Countryside,Cold,Medium,Leisure,3,1,3,July,Car,Outdoor Exploration,FR
7295,Penny Reed,Male,49,Ski Resort,Warm,Low,Leisure,2,1,14,July,Bus,Creative Arts,EN
7296,Madison Robinson,Female,24,City,Hot,Low,Business,4,1,4,July,Airplane,Intellectual Pursuits,ZH
7297,Timothy Hale,Male,44,Village,Cold,Low,Leisure,4,0,1,August,Car,Creative Arts,FR
7298,Robert Rodriguez,Female,48,Village,Cold,High,Business,3,0,10,August,Train,Outdoor Exploration,ZH
7299,Todd Johnston,Male,29,Lake,Cold,High,Business,4,0,10,August,Airplane,Intellectual Pursuits,EN
7300,Scott May,Female,54,Photography Expedition,Warm,High,Business,2,1,13,June,Bus,Outdoor Exploration,EN
7301,Darrell Wallace,Male,50,Photography Expedition,Warm,Medium,Business,3,1,5,July,Car,Intellectual Pursuits,ZH
7302,Kyle Berry,Male,50,Photography Expedition,Cold,High,Leisure,5,0,11,June,Airplane,Culinary,FR
7303,Benjamin Martinez,Male,63,Lake,Warm,Medium,Leisure,1,0,5,July,Train,Intellectual Pursuits,ZH
7304,Dalton Wilson,Female,63,Photography Expedition,Warm,Medium,Leisure,2,1,12,June,Airplane,Creative Arts,FR
7305,Judy Wright,Female,38,Island,Cold,High,Leisure,5,1,14,August,Car,Outdoor Exploration,ZH
7306,Deborah Lawrence,Female,19,Mountain,Warm,Medium,Business,2,0,1,June,Train,Intellectual Pursuits,ZH
7307,Kyle Curtis,Female,42,Lake,Warm,Medium,Leisure,3,0,5,June,Bus,Culinary,FR
7308,Amber Martinez,Male,59,Lake,Hot,High,Leisure,1,1,12,August,Car,Intellectual Pursuits,ZH
7309,Brandon Kelly,Male,51,Island,Warm,Low,Leisure,1,0,3,July,Car,Outdoor Exploration,FR
7310,Roger Smith,Male,63,Countryside,Warm,Low,Leisure,2,1,3,July,Ferry,Physical Sports,ZH
7311,Sydney Hall,Female,61,Mountain,Hot,Low,Leisure,2,0,7,July,Car,Intellectual Pursuits,EN
7312,Jacob Benson,Male,62,Photography Expedition,Cold,Low,Business,3,0,13,July,Train,Outdoor Exploration,ZH
7313,Steven Diaz,Female,47,Photography Expedition,Hot,Medium,Leisure,2,1,6,June,Train,Outdoor Exploration,FR
7314,Jessica Reed,Male,45,City,Cold,Low,Business,3,1,3,June,Car,Creative Arts,ZH
7315,Melissa Ball,Male,58,Winery,Hot,Medium,Business,5,0,1,July,Car,Culinary,EN
7316,Chad Howard,Female,25,City,Cold,Medium,Business,2,0,8,August,Ferry,Creative Arts,FR
7317,Paige Ramirez,Female,20,Countryside,Hot,High,Business,4,0,14,June,Car,Outdoor Exploration,EN
7318,Paul Woods,Male,45,Island,Warm,High,Leisure,5,1,4,July,Ferry,Creative Arts,FR
7319,Craig Aguilar,Male,58,Mountain,Cold,Medium,Leisure,2,1,1,July,Airplane,Culinary,ZH
7320,Madison Parker,Male,55,City,Cold,High,Business,2,1,9,August,Airplane,Physical Sports,EN
7321,Robert Wilcox,Male,32,Ski Resort,Hot,Medium,Leisure,3,0,12,August,Train,Creative Arts,FR
7322,Richard Jackson,Male,31,Winery,Hot,High,Business,2,1,11,August,Ferry,Physical Sports,FR
7323,Melvin Wallace,Male,53,Mountain,Cold,High,Business,2,1,3,August,Airplane,Culinary,FR
7324,Brian Carter DVM,Male,64,Winery,Hot,Medium,Leisure,1,0,2,July,Airplane,Outdoor Exploration,FR
7325,Lori Taylor,Female,23,Spa Retreat,Hot,High,Leisure,1,1,10,June,Car,Creative Arts,EN
7326,Michael Knapp,Female,45,Village,Hot,Medium,Business,5,0,1,July,Airplane,Creative Arts,ZH
7327,Ashley Hines,Female,64,City,Warm,Low,Leisure,4,0,8,July,Train,Physical Sports,ZH
7328,Amanda Johnson,Male,20,Village,Warm,High,Business,3,1,1,July,Train,Physical Sports,FR
7329,John Owens,Male,29,Island,Cold,Medium,Business,5,1,4,June,Train,Intellectual Pursuits,EN
7330,Michael Villarreal,Female,18,Mountain,Warm,High,Leisure,2,0,3,August,Train,Creative Arts,FR
7331,Erik Walsh,Male,32,Lake,Hot,High,Business,2,0,6,August,Ferry,Culinary,EN
7332,John Owens,Male,50,Lake,Hot,High,Business,3,0,13,July,Ferry,Creative Arts,EN
7333,Taylor Collins,Female,63,Village,Warm,Medium,Leisure,5,0,9,July,Ferry,Physical Sports,EN
7334,Shelby Harris,Female,20,Village,Hot,Low,Leisure,4,1,8,July,Car,Intellectual Pursuits,EN
7335,Michael Allen,Female,26,Lake,Hot,High,Business,4,0,14,August,Bus,Physical Sports,ZH
7336,Kristina Perry,Female,53,Island,Hot,Low,Leisure,4,0,4,August,Train,Culinary,ZH
7337,Ryan Whitaker,Female,28,Winery,Cold,High,Business,3,1,2,August,Bus,Outdoor Exploration,EN
7338,Kristina Perry,Male,42,Mountain,Warm,High,Leisure,1,1,9,June,Train,Physical Sports,ZH
7339,Brian Jones,Female,41,Island,Hot,Low,Business,5,0,14,August,Bus,Physical Sports,FR
7340,Lynn Kelly,Male,52,Spa Retreat,Warm,High,Leisure,3,1,8,June,Airplane,Culinary,FR
7341,Kathleen Ritter,Male,23,Spa Retreat,Cold,High,Business,4,1,8,July,Bus,Creative Arts,FR
7342,Jodi Jones,Female,64,Ski Resort,Cold,High,Leisure,2,1,7,July,Bus,Intellectual Pursuits,ZH
7343,Mr. Gary Phillips,Male,35,Island,Cold,High,Business,4,0,8,August,Bus,Physical Sports,FR
7344,Alexandra Ross,Female,24,Mountain,Warm,Low,Business,3,1,2,July,Ferry,Intellectual Pursuits,ZH
7345,Kimberly Hopkins,Female,48,Village,Hot,Medium,Business,3,0,5,July,Bus,Outdoor Exploration,FR
7346,Patricia Moreno,Female,26,City,Cold,Low,Leisure,1,1,2,August,Bus,Creative Arts,FR
7347,Mr. Paul Patel MD,Female,26,Winery,Hot,Low,Business,2,0,7,August,Train,Intellectual Pursuits,FR
7348,Paul Contreras,Male,40,Ski Resort,Warm,High,Business,1,0,1,August,Ferry,Intellectual Pursuits,FR
7349,Amanda Austin,Male,27,Winery,Hot,Low,Business,1,0,8,August,Airplane,Culinary,EN
7350,Sarah Oliver,Male,18,Village,Warm,Medium,Leisure,2,1,14,July,Car,Outdoor Exploration,FR
7351,Danielle Rodriguez,Male,52,City,Cold,Low,Business,2,0,9,August,Train,Outdoor Exploration,EN
7352,David Lopez,Female,41,Mountain,Cold,Medium,Business,4,1,2,July,Train,Creative Arts,FR
7353,Zachary Rivera,Female,36,Countryside,Warm,High,Business,1,0,6,August,Airplane,Intellectual Pursuits,ZH
7354,Amanda Burke,Female,44,Spa Retreat,Hot,High,Business,5,1,12,July,Ferry,Creative Arts,EN
7355,Margaret Lara,Female,38,City,Warm,Medium,Leisure,1,1,9,July,Bus,Intellectual Pursuits,ZH
7356,Jillian Gilmore,Male,46,City,Hot,Medium,Leisure,2,1,1,August,Bus,Creative Arts,FR
7357,Miss Patricia Mcclure,Male,37,Lake,Hot,Medium,Business,4,0,10,August,Ferry,Creative Arts,EN
7358,Wesley Peterson,Male,25,Spa Retreat,Warm,Medium,Business,4,1,10,July,Bus,Physical Sports,EN
7359,Diana Shaw,Female,23,Mountain,Warm,High,Business,3,1,11,August,Bus,Intellectual Pursuits,ZH
7360,Kayla Dickerson,Male,40,Ski Resort,Hot,Medium,Business,4,0,13,August,Car,Culinary,FR
7361,Caitlyn Conway,Female,46,Village,Warm,Low,Leisure,1,1,14,June,Airplane,Outdoor Exploration,ZH
7362,Justin Taylor,Female,28,Photography Expedition,Cold,High,Business,4,1,7,July,Ferry,Culinary,EN
7363,Kristina Klein,Female,37,Photography Expedition,Hot,Medium,Business,5,0,12,August,Airplane,Creative Arts,FR
7364,Angela Patterson,Male,61,Photography Expedition,Warm,Medium,Leisure,4,0,10,June,Bus,Outdoor Exploration,FR
7365,Mrs. Alexandra Roberts,Female,41,Ski Resort,Cold,Low,Leisure,1,1,1,July,Airplane,Outdoor Exploration,ZH
7366,Deanna Salazar,Male,48,Village,Cold,High,Leisure,2,1,3,June,Ferry,Outdoor Exploration,EN
7367,Ashley Hernandez,Male,47,Winery,Cold,Medium,Leisure,3,1,4,June,Bus,Physical Sports,EN
7368,Alyssa Salas,Male,41,Mountain,Hot,High,Leisure,2,0,3,August,Car,Physical Sports,EN
7369,Nicole Dunn,Male,44,Countryside,Hot,Low,Leisure,5,1,10,August,Bus,Creative Arts,EN
7370,Christina Fuentes,Female,37,Winery,Warm,Low,Business,5,0,7,August,Train,Creative Arts,EN
7371,Kristina Klein,Female,26,Ski Resort,Cold,Medium,Leisure,5,0,3,August,Ferry,Culinary,EN
7372,David Cameron,Female,21,Winery,Hot,High,Leisure,3,0,14,June,Airplane,Culinary,EN
7373,Erica Chavez,Female,29,Ski Resort,Warm,High,Leisure,2,1,9,June,Train,Culinary,FR
7374,Stephanie Mendez,Female,34,City,Cold,Medium,Business,5,1,8,July,Ferry,Creative Arts,EN
7375,Andrea Gomez,Female,26,Mountain,Cold,High,Business,3,1,2,July,Bus,Creative Arts,FR
7376,John Lawson,Female,54,Spa Retreat,Warm,Medium,Leisure,3,1,6,August,Car,Culinary,FR
7377,Michelle Nichols,Male,25,Photography Expedition,Warm,Medium,Leisure,2,1,1,July,Airplane,Intellectual Pursuits,ZH
7378,Nicole Austin,Female,40,Mountain,Warm,Low,Leisure,2,1,10,June,Bus,Culinary,FR
7379,Stephanie Smith,Male,18,Lake,Cold,Medium,Leisure,2,0,7,June,Bus,Creative Arts,EN
7380,Robert Bailey,Female,43,Winery,Cold,Low,Leisure,3,1,1,July,Train,Creative Arts,ZH
7381,Jose Murphy,Female,51,Photography Expedition,Cold,Low,Leisure,1,1,2,August,Airplane,Physical Sports,FR
7382,Martin Burke,Male,33,Photography Expedition,Warm,High,Business,1,1,4,June,Bus,Culinary,ZH
7383,Andre Bates,Female,34,Photography Expedition,Warm,Medium,Business,1,0,13,July,Ferry,Culinary,ZH
7384,Lisa Moore,Female,26,Lake,Cold,High,Leisure,3,0,7,August,Train,Intellectual Pursuits,EN
7385,Todd Patton,Male,41,Lake,Warm,Medium,Leisure,1,1,2,June,Car,Intellectual Pursuits,FR
7386,Kerry Munoz,Female,40,Lake,Hot,Medium,Leisure,3,0,14,June,Airplane,Culinary,ZH
7387,Michaela Spears,Male,38,Winery,Cold,Medium,Business,4,1,4,August,Train,Outdoor Exploration,FR
7388,Brenda Fuentes,Male,29,Lake,Warm,Low,Leisure,5,1,14,July,Ferry,Physical Sports,EN
7389,Sabrina Holland,Male,33,Photography Expedition,Cold,Medium,Leisure,2,0,13,August,Airplane,Culinary,FR
7390,Helen Jones,Male,29,Winery,Warm,Medium,Business,5,1,9,June,Train,Physical Sports,FR
7391,Jacqueline Vargas,Male,64,Countryside,Hot,Medium,Leisure,2,1,7,June,Train,Intellectual Pursuits,FR
7392,Dennis Robinson,Male,31,Mountain,Hot,High,Business,5,1,12,June,Bus,Outdoor Exploration,EN
7393,Katherine Mack,Male,30,Mountain,Warm,High,Business,4,1,8,August,Car,Creative Arts,ZH
